time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1667710504309961000,0.0219609375,-3.0639181154036836,0.053801951442146806,0.9935314105325298,-0.11540229724024752,-0.03327872431039958,0.09430404254426007,0.1848581846160808
1667710504320011800,0.03201171875,-3.0677100780776096,0.052867203916795565,0.9938308835816149,-0.11299643364002805,-0.031624613059098874,0.09222319189565316,0.18095056811116353
1667710504330062800,0.042062744140625,-3.0709958718443104,0.05098935868901339,0.9941029033320273,-0.10880973895760442,-0.030258235163495517,0.09079623999630997,0.17838040965396634
1667710504340113000,0.05211279296875,-3.0739004633421625,0.04837032018795795,0.9943423000793575,-0.10322495995316802,-0.029103779075134895,0.08998127528271704,0.1770524365827469
1667710504350164000,0.0621640625,-3.0767249658824003,0.0453220227656053,0.9945483209418136,-0.09682550455199765,-0.027996364363404008,0.08964223839657373,0.1766872528524145
1667710504360215000,0.072215087890625,-3.0795352466391557,0.04211895633156624,0.9947185306291991,-0.09014344430900281,-0.026890081655318348,0.08965435480939096,0.17701959687724475
1667710504370265900,0.082265869140625,-3.0822376310094066,0.03887073430675748,0.9948504031717366,-0.08340056630273261,-0.025827551345145933,0.08996992744323684,0.1779429347603505
1667710504380316000,0.09231591796875,-3.08489382194111,0.03562661828644568,0.9949482492411963,-0.07668327330372543,-0.024779972628819057,0.0905239738856029,0.17932728383658544
1667710504390367000,0.102366943359375,-3.087722787341331,0.032540568144651214,0.9950164331376751,-0.07027414991999541,-0.023630726924124563,0.09124133857774612,0.18102238627673822
1667710504400417800,0.112417724609375,-3.0906949313523673,0.02975444073479265,0.9950548456502287,-0.06445651481060692,-0.02238417902158398,0.0920834098500702,0.18294277928658845
1667710504410468900,0.12246875,-3.0935397659826362,0.027153143341515466,0.9950593340775586,-0.059026247959944406,-0.021182604057089004,0.09311790840607495,0.18522260886319386
1667710504420519000,0.132518798828125,-3.095865093209151,0.024506871478808367,0.9950238746775628,-0.053561556896707135,-0.020239451268387103,0.09443059443994603,0.18803549613552817
1667710504430570000,0.142570068359375,-3.0976592406880794,0.021685487443161604,0.99495467103356,-0.04779979547908651,-0.019576499990644224,0.09597710286704164,0.19130136611436221
1667710504440620800,0.152620849609375,-3.099314376592461,0.018853513716002704,0.9948654344213244,-0.042026986404168604,-0.01899078294314155,0.0976052162752281,0.1947201954808254
1667710504450671900,0.162671875,-3.10133149308736,0.016479612739741023,0.9947723123112919,-0.03712685399809143,-0.01819392106636529,0.09912387209341073,0.19790097392944217
1667710504460723000,0.172722900390625,-3.103919573947817,0.014934777915734117,0.9946868958656041,-0.033818792664370656,-0.017045211270658243,0.10042113023617646,0.20060887476387615
1667710504470773000,0.18277294921875,-3.1069153200256547,0.014114304872175857,0.9946117645620844,-0.031909564565341005,-0.015631204728004694,0.10150758818051346,0.20286870934421114
1667710504480824000,0.192823974609375,-3.109969204745041,0.013568891158198199,0.994544042862633,-0.030535483870428287,-0.014165640151592197,0.10245662678537751,0.20484033096054835
1667710504490875000,0.202875,-3.112591988466151,0.012851443138001128,0.9944837962778825,-0.028850428952551434,-0.012933908224742309,0.1032937524724407,0.2065817020743203
1667710504500926000,0.212926025390625,-3.114498547527442,0.011862753701618847,0.9944351212216859,-0.02668550649866846,-0.012087161501385418,0.10398086347092383,0.20801456260625692
1667710504510975700,0.222975830078125,-3.11557688738929,0.010899932961468156,0.9944015057628813,-0.024650552719229116,-0.011650019720256567,0.10445611308344725,0.20900705200494063
1667710504521026800,0.23302685546875,-3.11560593245807,0.010263604670558753,0.9943811699478607,-0.023375108663525018,-0.011698800314778622,0.10470809396585992,0.20952914932452305
1667710504531078000,0.243077880859375,-3.114437429922032,0.009931577448274314,0.9943660449777618,-0.02283345139442751,-0.012306790183667836,0.10481511142719051,0.20973909942672267
1667710504541129000,0.25312890625,-3.112087336885028,0.00966562082457532,0.9943480294956651,-0.02254751061465596,-0.013489684823343034,0.10486406716298328,0.20981809198907464
1667710504551179800,0.2631796875,-3.1088347310956994,0.009325374721521847,0.9943262612571594,-0.02220625710950093,-0.015124652080407787,0.10487894742634764,0.209821887758227
1667710504561229800,0.273229736328125,-3.10514049590438,0.008981954562069294,0.994306021048816,-0.02190220094329934,-0.016978192336384514,0.1048170319073891,0.20966824032716258
1667710504571281000,0.283281005859375,-3.1015897245355624,0.008844150593903767,0.9942971689939818,-0.021989950573437188,-0.018741741039290535,0.10461256005275431,0.2092235398404122
1667710504581332000,0.29333203125,-3.0988155092403917,0.009070561268535985,0.9943124145160046,-0.02271753992205865,-0.02008876868780153,0.10419727307747237,0.20834896332227992
1667710504591383000,0.303383056640625,-3.0973702356424053,0.009709726208923635,0.9943673001632083,-0.024120149849015227,-0.0207447475093503,0.10348418651181318,0.2068721291096704
1667710504601432800,0.313432861328125,-3.097431008650193,0.010747108811748264,0.9944645010114557,-0.026151402243144946,-0.020625368552740636,0.10246641591154858,0.20478340986372995
1667710504611484000,0.32348388671875,-3.098514240836703,0.011903876116886614,0.9945891711211194,-0.028309075494024605,-0.01999641078273507,0.10124669320244775,0.2022986762979179
1667710504621534700,0.33353466796875,-3.09959307023238,0.012554568533068109,0.9947144913967495,-0.02945297225451071,-0.01942239241665772,0.10004095662746346,0.19986467255227705
1667710504631585800,0.343585693359375,-3.09963875639353,0.011993315795337578,0.9948221645703227,-0.028274641174277602,-0.01947492845025868,0.09902365472409533,0.19784284546730177
1667710504641636900,0.353636962890625,-3.098099128627943,0.009886093937949874,0.9949064451093235,-0.024155431546604756,-0.02045580597634513,0.09820886580168385,0.19627051199207093
1667710504651687000,0.36368701171875,-3.0950550966454924,0.006505528139304345,0.9949665973963604,-0.017627358219983045,-0.022298011646208038,0.09747743299897338,0.19491531982903046
1667710504661738000,0.373738037109375,-3.0909206492627894,0.002228414342113449,0.9950127756714183,-0.00939368249189946,-0.024761590668986987,0.09660007770102892,0.19332831745534848
1667710504671789000,0.3837890625,-3.0862182940392215,-0.002624366087842549,0.9950514801261873,-0.000037003679180469804,-0.027555444902795774,0.09542738229631176,0.19121811346456422
1667710504681839900,0.39383984375,-3.081656661324808,-0.007514171596672145,0.9950984167111302,0.009439860472529728,-0.030274020777825705,0.09384063475996472,0.18832757431807745
1667710504691890000,0.403889892578125,-3.0779022884875897,-0.011609713365475356,0.9951875746564232,0.017442029933558402,-0.03250566880154116,0.09170707551999326,0.1843282932096355
1667710504701941000,0.41394091796875,-3.0755024363363663,-0.014497670883664103,0.9953332866254218,0.02318176993901727,-0.033941911062577435,0.08915938984409508,0.17943205387172426
1667710504711992000,0.423991943359375,-3.074476479770826,-0.016591991277577604,0.99549789442152,0.027455398723615496,-0.03461692939218543,0.08666135411105662,0.17457652880596516
1667710504722043000,0.43404296875,-3.0742245776307224,-0.01840636037553115,0.9956176438787006,0.031195673706433166,-0.03488149787495626,0.08479398427136757,0.17096043044779205
1667710504732093000,0.444093017578125,-3.0737499637375185,-0.02024175522729262,0.9956366459466666,0.034890175559814725,-0.035263635049105874,0.08398994099391201,0.16948476820709163
1667710504742143700,0.454143798828125,-3.072059605806073,-0.02241409192454271,0.9955066039659322,0.039068730493692846,-0.036291141356886804,0.08454060226531881,0.17077722770230416
1667710504752194800,0.46419482421875,-3.068570076067768,-0.025109230651888623,0.9951999164904569,0.044042269739453015,-0.038277418821880904,0.08649534346423195,0.17497401585814742
