version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 12 Pro,2022-11-06_04-39-39,ios,1.10.4,00556e6f-7f6e-453f-b502-fcd45357eca9,Accelerometer|Gravity|Gyroscope|Orientation|Location|Annotation,0|0|0|0|0|
