version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,SM-G781V,2022-10-03_03-25-18,android,1.11.0,ef5130f6-a6b5-4471-9671-254036240fa8,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,1000|1000||1000|1000|1000
