time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1667150518229397000,-3.74260302734375,274.2225093841553,-1,-1,35.95770319557458,305.6325092315674,-1,42,20.816579818725586,-83.93487818673003,-1
1667150521983935000,0.01193505859375,274.2225093841553,-1,-1,35.95770319557458,305.6325092315674,-1,42,20.816579818725586,-83.93487818673003,-1
1667150522431463000,0.459462890625,274.0663433074951,-1,-1,35.95774732854642,305.4763431549072,-1,40,21.70565414428711,-83.93487750374699,-1
1667150523137378000,1.1653779296875,283.701416015625,1.1699999570846558,80.96679045919116,35.95777942336719,315.1114158630371,105.8203125,36.689807283308966,32,-83.9353022073246,0.5199999809265137
1667150523572947000,1.600947021484375,283.76129150390625,1.5099999904632568,89.14862625462524,35.95778378195684,315.17129135131836,105.8203125,38.03862440057799,32,-83.93530346461007,0.5199999809265137
1667150524578345700,2.606345703125,283.761291523464,1.6882313123499382,-1,35.957783781956955,315.17129137087613,-1,38.038624400577994,32,-83.93530346461007,0.5199999809265137
1667150525592398600,3.620398681640625,262.0064697470516,2.761543984199449,-1,35.95753986857466,293.4164695944637,-1,13.436369633334314,2.9999999999999987,-83.935311175961,0.5199999809265137
1667150526033972000,4.061971923828125,261.467529296875,1.2599999904632568,72.31168402597773,35.957508352618625,292.8775291442871,239.4140625,8.7681006037553,3,-83.9352004510201,0.8100000023841858
1667150527034406700,5.06240673828125,261.4675293676555,1.2599999904658137,72.31168402597851,35.95750463667637,292.8775292150676,239.41405795951542,8.768100603755274,3.00000000000008,-83.9352081836494,0.8100000023841794
1667150528000236000,6.028236083984375,261.70227057579905,0.7500000000040059,50.57252378471494,35.957505351945635,293.11227042321116,239.41405811657262,6.748251733851601,4.0000000000000115,-83.93520917345998,0.8100000023841796
1667150529000223700,7.0282236328125,261.876525959,1.0000000000037177,58.57271069917297,35.95750450375039,293.2865258064121,235.5468703307227,5.481510838926191,3.999999999999998,-83.93520563696052,0.8700000047683636
1667150530000210000,8.0282099609375,261.87646501883864,0.7300000190868692,31.898984669386735,35.95749630579963,293.28646486625075,236.24999236943677,4.8894953550881395,3.9999999999999756,-83.93521461964717,1.4099999666213645
1667150531000203000,9.028203125,261.74340837914497,0.6999999880930187,28.492318537816228,35.9574903288976,293.1534082265571,240.11717954291106,4.561503577506021,4.001496002937851,-83.93522464728645,1.4099999666213645
1667150532000192300,10.028192138671875,262.24218767601997,0.6700000167038637,29.96897811561557,35.95748463487944,293.6521875234321,241.87499190641773,4.436887400424521,4.01746092247662,-83.93523594385428,1.4099999666213645
1667150533000183300,11.028183349609375,262.8202516371384,0.8399999737853906,36.83065104260744,35.95748375630197,294.23025148455054,249.60936645886295,4.361367225798321,4.050272234860668,-83.93524735107613,1.3999999761581083
1667150534000177000,12.028177001953125,262.94653332140297,1.0399999618589342,51.05703691386852,35.9574812149964,294.3565331688151,247.14843078242927,4.42252276552073,4.023766088244709,-83.93525262737117,1.1200000047683543
1667150535000170800,13.028170654296876,262.63269059639424,1.1900000572281793,48.26641286429784,35.9574746222562,294.04269044380635,243.63280451077543,4.741624008953809,5.999999999999905,-83.93526384550788,1.3700000047683403
1667150536000163000,14.0281630859375,262.9842530954629,0.8100000023955598,34.74053802450299,35.95746725398068,294.394252942875,236.95311752566647,4.611300057409855,6.000549354661572,-83.93527403274109,1.37000000476834
1667150537000149200,15.028149169921875,263.2960206856951,0.7799999714024567,33.758093859572185,35.9574617175889,294.7060205331072,239.76561701492156,4.7466417745819705,5.999999999999897,-83.9352868886846,1.419999957084621
1667150538000141000,16.02814111328125,263.19824236631393,0.7200000286241625,30.192605339231143,35.957456298802995,294.60824221372604,245.39061653801485,4.733201541803823,5.999999999999896,-83.9353022015714,1.4299999475478764
1667150539000132000,17.028132080078127,263.7735597640276,0.9700000286214387,38.62195011471353,35.957452244602976,295.1835596114397,249.9609283892145,4.657513720712255,6.0002939369070845,-83.93531973503784,1.4900000095367025
1667150540000124000,18.0281240234375,264.4229738265276,0.9700000286214377,40.70729907587227,35.9574494431002,295.8329736739397,252.0703032730736,4.737130124511543,5.999999999999887,-83.93533577462887,1.4900000095367025
1667150541000117200,19.0281171875,264.4338380647823,1.1200000047769323,50.7909020079532,35.95744735792564,295.84383791219443,253.12499128024052,5.0347444163910255,5.999999999999907,-83.93534941159518,1.3999999761581086
1667150542000110800,20.02811083984375,264.6295167747885,0.569999992864311,25.63023704914901,35.957443940437,296.0395166222006,251.0156163835082,4.454320036319309,6.001397830253657,-83.9353636526005,1.3999999761581083
1667150543000104000,21.02810400390625,264.5325929457322,0.8999999761688148,37.848318493088556,35.95743938544951,295.9425927931443,249.257803978494,4.53171248654745,6.000983203921612,-83.93537874590093,1.3999999761581083
