sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.2782;2.5086;8.0118;-1.4475;2.7244;9.3087;-0.9849;0.8011;0.1145;-1.0246;-1.5454;0.4965;1003.8;4.52;-36.81;-31.61;171.95;-19.19;14.99;5.0;35.977417;-83.930695;;NaN;;2377.4192;;6 / 10;4;2022-10-28 14:00:31:952
7.5179;-2.452;0.2094;8.9313;-0.006;4.05;-5.7594;-0.2845;2.4682;1.7464;-6.4118;4.2376;831.7;-15.75;-23.89;-30.9;222.0;0.03;-65.61;5.0;35.977417;-83.930695;;NaN;;2377.4192;;0 / 11;505;2022-10-28 14:00:32:453
8.6758;-5.3548;-2.4703;8.7696;-3.879;-2.0535;1.8121;-2.0133;1.5023;-0.719;0.4161;-0.3046;25.3;-29.53;24.51;24.19;64.3;25.02;-102.99;0.0;35.977417;-83.930695;;NaN;;2377.4192;;0 / 11;1004;2022-10-28 14:00:32:952
10.8105;-7.1486;-3.047;8.8092;-2.5142;-3.4995;1.3267;-2.3226;4.1076;1.9291;-1.3628;-0.1027;0.0;-21.09;14.18;37.71;73.45;10.49;-117.04;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;1505;2022-10-28 14:00:33:453
11.5971;-5.7269;-0.8961;8.6344;-3.4956;-3.0658;-0.2929;-0.2016;2.5597;0.499;-0.2598;1.1512;1.0;-27.24;4.41;41.18;103.22;16.09;-109.36;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;2004;2022-10-28 14:00:33:952
7.558;-3.3473;-4.086;8.3365;-4.0347;-3.2241;1.9083;1.2478;-1.1715;0.5594;-0.5408;-0.5456;2.2;-16.03;15.64;38.87;85.04;24.29;-111.14;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;2505;2022-10-28 14:00:34:453
8.7476;-4.9466;-4.5185;7.977;-4.9256;-2.8769;-1.7081;-0.0465;-0.1296;0.6932;-0.0975;-0.1381;0.8;-6.51;28.14;38.78;67.08;29.39;-110.97;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;3005;2022-10-28 14:00:34:953
7.815;-4.7776;-2.1568;8.3065;-4.9027;-1.7709;-0.6423;-0.0038;-0.506;1.2351;-0.0963;-0.2834;1.3;6.24;43.89;41.91;49.54;30.09;-103.67;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;3505;2022-10-28 14:00:35:453
7.8805;-4.445;-2.764;7.9434;-4.9491;-2.9291;0.9108;0.4201;1.5892;0.4484;-0.2424;0.152;0.0;7.01;56.18;34.07;36.64;29.67;-109.93;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;4004;2022-10-28 14:00:35:952
10.6851;-6.2411;-1.4297;8.4614;-4.3245;-2.4235;-0.6879;-0.1916;-0.8257;0.6256;0.1222;-0.1409;1.3;6.64;58.73;30.36;30.48;26.17;-105.98;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;4504;2022-10-28 14:00:36:452
11.7646;-6.4268;-1.0753;8.0791;-4.4422;-3.3415;0.3799;1.8654;2.0634;-0.2216;-0.3001;-0.0977;0.0;2.44;61.03;18.77;19.62;27.53;-110.49;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;5005;2022-10-28 14:00:36:953
5.7227;-2.918;-2.5367;8.3423;-4.259;-2.9049;-2.6565;1.2911;0.252;-0.1072;0.0086;-0.3557;1.3;2.23;53.03;20.18;23.37;26.82;-110.24;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;5504;2022-10-28 14:00:37:452
6.7606;-2.9028;-3.4744;8.3159;-4.4175;-2.739;-1.7346;0.9477;-0.5349;-0.0191;0.2119;0.1654;0.2;-2.91;44.01;16.84;22.99;26.38;-108.47;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;6005;2022-10-28 14:00:37:953
5.2439;-2.3381;-2.2023;8.1473;-4.4537;-3.1554;-3.0003;1.8845;2.3333;0.0602;0.1229;0.0441;0.2;-4.63;32.08;16.8;30.76;27.01;-111.17;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;6505;2022-10-28 14:00:38:453
4.8042;-2.7781;-2.8193;8.1116;-4.5441;-3.1183;-0.9324;0.8587;3.4734;0.2668;-0.0057;0.0147;1.3;-7.78;22.43;15.6;41.52;27.2;-111.61;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;7004;2022-10-28 14:00:38:952
5.7168;-4.3086;-1.8736;7.9614;-4.8815;-2.9928;-1.8612;0.2859;0.726;-0.4966;-0.5521;0.0078;0.0;-11.36;19.76;11.98;35.45;29.33;-110.65;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;7504;2022-10-28 14:00:39:452
8.4787;-4.2242;-1.5162;8.2401;-4.5067;-2.8215;5.4923;-1.0857;-2.8862;-0.8328;-0.69;-0.4761;0.0;-15.9;24.49;7.97;15.97;29.61;-105.31;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;8004;2022-10-28 14:00:39:952
11.1503;-6.3296;-1.1157;7.9412;-4.7183;-3.2934;1.2623;0.6442;0.0988;0.1162;-0.3783;-0.2277;0.0;-16.95;35.21;6.88;0.48;29.23;-111.82;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;8505;2022-10-28 14:00:40:453
7.2951;-5.1461;-2.9282;8.0919;-4.8648;-2.6505;-2.0058;1.1683;0.4854;0.5329;0.0509;-0.1091;0.0;-18.81;43.05;4.37;354.94;29.59;-109.19;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;9005;2022-10-28 14:00:40:953
5.6046;-3.1762;-3.3162;8.0436;-4.6461;-3.1439;-1.0497;1.4668;1.5561;0.7266;-0.5908;-0.2674;0.0;-18.9;45.75;7.63;1.0;28.28;-111.35;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;9505;2022-10-28 14:00:41:453
5.9515;-3.1723;-0.39;7.6573;-4.9953;-3.5474;0.2377;-0.0965;-1.1712;0.2688;-1.3149;-0.2797;0.0;-18.41;47.34;9.36;3.25;30.47;-111.66;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;10004;2022-10-28 14:00:41:952
15.478;-5.3222;-4.183;8.2695;-4.9087;-1.9211;9.7922;-1.3495;1.1157;0.8059;1.0145;-0.4212;0.0;-23.27;46.69;-0.69;346.57;31.22;-104.89;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;10505;2022-10-28 14:00:42:453
6.6538;-5.4455;0.559;8.1231;-4.5931;-3.0147;2.774;-0.4336;1.3246;-0.11;-1.2016;0.1502;0.0;-29.63;38.36;-7.05;324.78;27.72;-105.77;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;11004;2022-10-28 14:00:42:952
9.0099;-5.6635;-4.6681;7.741;-5.2574;-2.934;0.0501;0.5706;-1.6027;0.4915;-0.4619;-0.1284;0.0;-29.08;30.02;-0.3;316.38;32.42;-110.76;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;11504;2022-10-28 14:00:43:452
6.7505;-4.2778;-2.9186;8.0376;-5.2147;-2.0914;-1.4181;1.073;-0.7486;0.544;-0.3044;-0.1484;0.0;-30.02;19.33;-3.45;275.65;32.2;-105.04;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;12005;2022-10-28 14:00:43:953
6.3335;-4.4402;-2.33;7.5286;-5.4395;-3.1467;-0.603;1.3489;-0.0088;1.0009;-0.8127;-0.1032;0.0;-29.46;2.76;-2.04;226.02;33.08;-111.07;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;12504;2022-10-28 14:00:44:452
7.5559;-4.5885;-0.2372;7.4577;-5.251;-3.6028;-0.2171;0.7683;2.7882;1.0057;-0.2476;-0.6527;0.0;-25.31;-4.56;0.32;215.84;32.8;-117.86;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;13004;2022-10-28 14:00:44:952
8.1619;-4.1462;0.5321;7.8208;-4.6166;-3.7005;5.5724;-1.6042;0.4268;-0.2885;-0.4185;-0.1187;0.0;-23.89;-7.09;-1.84;217.06;28.08;-115.32;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;13504;2022-10-28 14:00:45:452
6.1274;-2.7754;-1.4064;8.2295;-4.7209;-2.4816;-1.991;1.0309;0.6803;0.2217;-0.1616;-0.5094;0.0;-26.19;-4.16;-2.91;213.6;31.82;-107.4;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;14004;2022-10-28 14:00:45:952
6.3706;-1.9914;-1.0807;8.6217;-4.1844;-2.0802;-2.1426;1.1319;1.4919;-0.395;0.0528;0.1981;1.3;-24.45;-6.84;-8.17;220.38;25.14;-102.99;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;14505;2022-10-28 14:00:46:453
5.63;-3.7211;-1.7761;8.2189;-4.5906;-2.7471;0.7687;-0.4573;-1.7035;-0.7607;-0.1638;-0.0259;0.2;-24.51;-9.69;-9.56;221.56;28.68;-106.67;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;15004;2022-10-28 14:00:46:952
16.1064;-2.8998;-1.2057;8.8365;-3.7532;-1.9998;5.3926;-2.3297;2.1429;-0.2884;0.2598;-0.3558;0.0;-26.01;-15.58;-6.24;205.8;22.5;-102.75;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;15505;2022-10-28 14:00:47:453
12.746;-10.6478;-0.6942;8.4972;-4.5654;-1.7675;6.4962;-5.832;1.1408;0.4767;1.0199;0.3689;0.0;-24.58;-24.99;-6.66;201.71;25.44;-104.02;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;16005;2022-10-28 14:00:47:953
10.2574;-7.0558;-0.3114;8.8372;-4.0873;-1.1697;1.2331;-4.3281;0.1546;0.0943;0.5024;0.1944;0.0;-23.36;-30.13;-8.48;199.3;23.15;-101.8;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;16505;2022-10-28 14:00:48:453
17.4105;-11.1679;2.63;8.6511;-4.6132;-0.2162;0.2543;-0.4472;0.0121;1.4317;2.9817;0.3104;0.0;-21.97;-29.25;-17.47;213.3;26.24;-104.67;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;7 / 15;17005;2022-10-28 14:00:48:953
9.2483;-5.9459;-2.0306;8.813;-3.8195;-1.978;-1.5635;-0.2155;-1.1577;0.1017;0.0369;-0.4807;0.0;-18.71;-25.05;-17.74;217.11;22.92;-102.65;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;2 / 15;17504;2022-10-28 14:00:49:452
6.7202;-1.1468;-2.8795;8.5365;-4.0743;-2.5881;-1.6272;2.132;-0.983;0.9216;-0.9372;-0.1451;0.0;-8.44;-23.49;-10.63;209.24;24.5;-106.14;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;2 / 15;18005;2022-10-28 14:00:49:953
6.67;-5.0752;-4.5849;8.7346;-3.7377;-2.4305;-2.6945;-1.1864;-2.2716;-0.0515;0.0798;-0.2346;0.0;0.79;-7.74;4.95;145.98;22.75;-105.78;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;18504;2022-10-28 14:00:50:452
9.9844;-4.0699;-3.3054;8.9072;-3.8743;-1.35;0.3741;1.6816;-2.699;0.9548;-0.6626;0.0882;0.5;3.51;5.81;17.83;71.14;22.56;-96.66;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;19005;2022-10-28 14:00:50:953
8.2687;-4.8176;-2.525;8.7558;-4.0756;-1.7015;-1.7271;0.3285;1.1147;-0.6047;-0.7313;-0.0121;0.4;-9.69;10.41;20.66;79.84;24.56;-101.0;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;19504;2022-10-28 14:00:51:452
7.9265;-4.6496;0.2094;8.8976;-3.9649;-1.1329;0.257;2.8876;3.2712;1.2491;-0.1312;-0.4052;0.9;-16.99;14.79;20.04;72.44;24.42;-100.11;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;20004;2022-10-28 14:00:51:952
8.4996;-3.1845;-0.0508;8.6385;-4.1196;-2.1391;1.4258;1.4012;2.3011;0.6889;-1.3658;-0.129;1.1;-18.9;25.01;19.95;45.92;22.1;-103.78;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;20505;2022-10-28 14:00:52:453
8.6554;-4.1922;-4.8517;7.916;-5.0283;-2.8677;0.3585;1.4064;-1.1133;1.0388;-0.6433;-0.4495;3.3;-8.14;41.53;17.66;26.22;31.32;-110.07;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;21005;2022-10-28 14:00:52:953
6.0999;-3.7143;-0.9311;8.5468;-4.3083;-2.1356;-0.9173;-1.235;3.0041;-0.5022;-2.0621;-0.2131;308.6;-13.93;36.17;9.0;11.86;26.06;-104.03;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;21504;2022-10-28 14:00:53:452
4.2972;-2.6252;-1.3349;8.0012;-4.3931;-3.5849;0.6177;1.0456;-0.3114;-0.5761;-0.0467;-0.0053;6.2;-22.61;18.45;8.34;349.97;28.0;-111.04;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;22005;2022-10-28 14:00:53:953
10.745;-2.5639;-3.1968;8.9102;-3.2803;-2.4531;3.5285;1.1616;-0.124;0.0101;0.0274;-0.1859;9.3;-31.26;1.46;4.67;192.43;20.07;-103.11;0.0;35.958298;-83.92447;775.92;NaN;0.0;17.892103;;0 / 15;22504;2022-10-28 14:00:54:452
