sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.5142;0.1887;10.092;0.886;-1.3098;9.6783;-1.7025;0.6653;-0.0218;-0.1914;-1.6213;1.0113;41.0;-5.27;-12.66;-44.53;173.34;8.88;-3.41;2.0;35.958927;-83.92469;;NaN;;129.03226;;0 / 1;13;2022-11-08 17:56:06:132
-2.5899;1.2156;8.1434;-2.4628;0.1112;9.4917;0.1184;0.4658;-0.5719;0.6987;-1.4456;-0.4439;58.9;-11.38;-3.92;-43.54;99.29;-0.65;14.55;2.0;35.958927;-83.92469;;NaN;;129.03226;;0 / 1;514;2022-11-08 17:56:06:633
-0.603;1.5245;7.7698;-1.4922;0.0624;9.6923;0.3809;-0.273;1.1709;0.1794;0.4466;0.2795;48.7;-12.79;-8.16;-44.23;111.59;-0.36;8.75;2.0;35.958927;-83.92469;;NaN;;129.03226;;0 / 1;1012;2022-11-08 17:56:07:131
-1.0313;1.5437;6.7283;-0.8467;0.6217;9.7502;0.1384;-0.3324;1.8057;-0.2326;0.9013;0.4095;54.2;-15.47;-12.84;-42.64;118.99;-3.63;4.96;2.0;35.958927;-83.92469;;NaN;;129.03226;;0 / 1;1514;2022-11-08 17:56:07:633
-1.1414;2.0871;7.2479;-1.4012;0.4136;9.6972;1.704;1.2515;-0.8294;0.0778;0.1759;0.1536;54.2;-15.11;-14.4;-41.21;122.21;-2.18;6.96;2.0;35.958927;-83.92469;;NaN;;129.03226;;0 / 1;2013;2022-11-08 17:56:08:132
-0.6556;1.0672;7.1426;-0.2808;0.9215;9.7592;-1.5482;-0.1472;-0.204;0.4794;-0.0881;0.1668;54.2;-15.58;-14.49;-38.79;123.62;-3.76;1.8;2.0;35.958927;-83.92469;;NaN;;129.03226;;0 / 1;2512;2022-11-08 17:56:08:631
-0.5764;1.5532;8.2822;-1.7699;1.0096;9.5926;1.0872;1.0062;-0.8588;0.0148;0.2849;0.2705;54.2;-15.83;-13.29;-37.82;112.52;-5.91;10.45;2.0;35.958927;-83.92469;;NaN;;129.03226;;0 / 1;3013;2022-11-08 17:56:09:132
-2.6282;2.2451;7.9878;-1.2691;1.4259;9.6191;-1.1062;0.0822;1.7393;-0.001;0.1994;-0.2585;48.2;-12.88;-9.67;-39.82;102.26;-9.08;6.99;2.0;35.958927;-83.92469;;NaN;;129.03226;;0 / 1;3513;2022-11-08 17:56:09:632
-1.9244;2.3791;9.4863;-1.6863;1.7882;9.4936;0.8375;-0.7806;3.0346;-0.5915;0.1709;-0.0823;48.2;-17.79;-9.66;-41.38;97.42;-10.22;9.18;2.0;35.958927;-83.92469;;NaN;;129.03226;;0 / 1;4013;2022-11-08 17:56:10:132
-2.147;2.3336;11.0354;-1.528;2.3436;9.3991;-1.0455;0.2814;0.3295;-0.833;-0.7397;-0.1729;48.2;-12.09;-6.71;-45.62;75.02;-16.84;11.71;2.0;35.958927;-83.92469;;NaN;;129.03226;;0 / 1;4513;2022-11-08 17:56:10:632
