sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.7723;2.8854;9.2333;-1.1561;3.4733;9.0978;0.0745;-0.2948;0.1394;-0.0855;-0.1205;0.126;217.7;-20.16;-35.23;-40.2;128.18;-20.74;7.24;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;7;2022-11-07 16:34:38:577
0.6353;1.8873;12.8501;0.5552;1.8953;9.6057;-0.4516;2.6864;-2.3139;-1.0525;0.5876;0.8592;342.1;-35.25;-26.06;-36.49;118.94;-11.14;-3.31;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;507;2022-11-07 16:34:39:077
-4.5368;1.442;17.0264;0.6864;-0.2044;9.7805;-2.1866;1.617;4.4313;-3.543;-2.021;-1.3717;431.3;-30.64;-10.93;-47.76;104.88;-3.69;-1.81;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;1008;2022-11-07 16:34:39:578
0.0873;-0.9802;16.5027;-0.7927;0.8203;9.7401;0.9825;-1.828;7.063;-1.5973;0.217;-0.6832;480.6;-34.86;-5.21;-42.37;90.85;-6.46;4.48;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;1507;2022-11-07 16:34:40:077
-2.4835;2.9898;4.8748;-2.2198;5.4711;7.8301;-0.751;-2.2056;-2.7173;1.0388;0.5858;-0.0411;432.3;-28.63;-21.28;-37.41;92.99;-33.91;15.83;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;2008;2022-11-07 16:34:40:578
-1.5419;4.9131;6.1089;-2.5748;6.0201;7.3007;0.6903;-0.3669;-0.1181;-0.1095;0.0806;0.3189;303.1;-21.17;-37.18;-32.31;116.18;-37.87;19.43;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;2507;2022-11-07 16:34:41:077
-3.1992;6.3066;5.4284;-2.072;6.8605;6.6941;-1.1333;-0.4542;-0.9668;-0.1925;-0.5669;-0.3434;303.1;-19.58;-38.06;-31.22;108.76;-45.7;17.32;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;3008;2022-11-07 16:34:41:578
-2.9764;7.1486;9.1759;-2.0119;6.3111;7.2313;-1.0472;0.9663;2.1166;-0.4363;0.1048;-0.1433;269.5;-22.65;-38.66;-27.58;116.12;-42.52;14.77;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;3507;2022-11-07 16:34:42:077
-1.0848;4.8903;6.562;-2.3285;6.0618;7.3486;1.7063;-0.6302;-1.2327;0.193;0.9841;0.7013;312.0;-20.92;-32.91;-30.24;112.73;-38.18;17.58;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;4008;2022-11-07 16:34:42:578
-0.3431;4.3089;4.6244;-1.2078;5.912;7.7304;-0.6567;-0.0244;-0.4028;0.5963;-0.7023;-0.1513;312.0;-20.06;-21.96;-33.79;92.88;-34.64;11.06;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;4508;2022-11-07 16:34:43:078
0.8659;2.5983;9.9538;-1.7335;3.6823;8.9222;2.3828;-0.4172;1.0312;-0.3983;-0.1822;-1.1351;312.0;-23.44;-19.67;-31.78;106.3;-22.05;11.0;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;5008;2022-11-07 16:34:43:578
-3.0209;3.1445;7.5344;-2.1282;3.5947;8.8724;-0.6055;-0.2117;-1.3078;-0.3288;-0.1253;-0.0281;363.8;-23.66;-20.33;-29.61;107.9;-21.83;13.52;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;5508;2022-11-07 16:34:44:078
-1.5449;4.3433;10.0256;-2.247;3.4528;8.8994;0.3486;0.6796;2.3717;-0.5641;-0.1015;0.0732;363.8;-24.47;-22.71;-28.54;114.27;-20.62;14.17;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;6008;2022-11-07 16:34:44:578
1.5138;2.1428;12.5124;1.1314;3.1653;9.2125;0.3728;-0.3267;1.7465;-0.0903;0.337;0.5999;363.8;-30.58;-13.52;-27.43;95.77;-20.26;-5.03;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;6508;2022-11-07 16:34:45:078
1.5404;2.8663;8.8753;0.0129;2.9341;9.3574;-0.0793;-0.0816;-1.508;-0.6177;-0.4342;0.2084;428.2;-31.93;1.41;-30.47;72.72;-17.41;-0.08;5.0;35.958927;-83.9247;;NaN;;129.03226;;0 / 0;7008;2022-11-07 16:34:45:578
