sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.922;1.9869;8.8875;-3.2121;3.8909;8.4092;1.2771;0.0225;1.1875;0.5325;1.6626;-0.5098;393.7;-6.09;-36.17;-22.69;151.17;-22.76;22.11;5.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;0 / 17;4;2022-10-28 14:16:05:056
14.8053;-8.0276;1.8138;7.0108;-6.6531;-1.6599;8.2153;-1.0811;3.0924;2.8707;-0.4584;2.8404;296.9;-28.01;-25.46;-6.52;200.35;42.72;-103.32;0.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;0 / 17;505;2022-10-28 14:16:05:557
1.6427;-10.3582;3.0141;4.5589;-8.1367;3.03;-1.1616;-1.855;-0.4416;-0.0943;1.8079;-0.8666;36.5;-43.5;31.88;6.83;105.59;57.08;-54.45;0.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;0 / 17;1005;2022-10-28 14:16:06:057
4.1527;-11.5358;1.9798;4.7695;-8.381;1.7836;0.1054;-4.5863;1.1166;-3.0167;1.2729;-1.0578;27.3;-45.92;34.26;-5.25;151.05;58.72;-69.5;0.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;0 / 17;1505;2022-10-28 14:16:06:557
3.9529;-10.0654;4.8861;6.4868;-6.5417;3.3613;-4.0752;4.3025;1.7932;-1.0638;-1.1616;-1.507;6.0;-51.52;15.39;-21.73;149.93;41.18;-52.41;0.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;0 / 17;2005;2022-10-28 14:16:07:057
4.9319;-13.1578;2.6022;5.6894;-7.987;0.0913;-1.804;0.5041;2.8941;0.636;0.1831;1.4086;8.1;-51.41;-0.04;-12.08;195.01;54.53;-89.08;0.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;0 / 17;2505;2022-10-28 14:16:07:557
2.9103;-7.6176;-0.6144;2.6051;-9.4203;0.8004;0.0558;1.7898;-1.2203;0.6364;-0.5062;0.0882;2.4;-40.41;12.11;6.26;155.42;73.23;-76.93;0.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;11 / 17;3005;2022-10-28 14:16:08:057
2.4906;-9.4226;-0.3024;2.0282;-9.5923;-0.2099;0.6423;-0.5968;0.8267;-0.4227;-1.1049;0.304;2.2;-24.13;20.31;22.76;136.5;78.0;-95.91;0.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;11 / 17;3504;2022-10-28 14:16:08:556
-0.6416;-10.9834;0.7615;3.1416;-9.1766;-1.4456;-1.8734;-2.0992;2.8165;-0.7649;0.2198;-1.5199;0.8;-4.05;31.14;34.56;110.65;74.59;-117.89;2.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;11 / 17;4005;2022-10-28 14:16:09:057
3.7205;-9.8378;-0.3876;2.8452;-9.3818;0.2374;-0.1747;1.3441;0.6294;1.1341;-0.1792;0.12;2.0;-14.59;37.84;46.76;89.4;73.07;-85.23;0.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;11 / 17;4505;2022-10-28 14:16:09:557
3.3323;-7.593;0.0727;3.3859;-9.1953;0.3911;-0.1291;1.6743;-0.1606;-0.1419;1.295;-0.0583;0.8;-9.11;50.04;39.92;75.15;69.75;-87.19;0.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;11 / 17;5005;2022-10-28 14:16:10:057
1.1883;-9.242;0.5261;4.722;-8.2677;2.3491;-3.7415;-0.871;-1.9766;-0.7299;2.3685;0.0432;2.0;-12.15;51.23;29.87;47.38;57.47;-63.55;0.0;35.958313;-83.92443;704.21;NaN;0.58;30.291613;235.9;11 / 17;5505;2022-10-28 14:16:10:557
