sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.1618;3.1732;5.8364;-0.4249;3.0728;9.3031;1.32;-0.3807;-1.9245;-0.0505;-1.2062;0.4162;522.0;4.35;-45.64;-26.32;186.44;-21.48;0.53;5.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;5;2022-11-11 14:42:53:759
2.9833;0.5704;6.4872;8.7333;1.6483;4.1452;-7.7882;-0.3062;4.3966;3.4273;-8.1175;3.962;522.0;-11.04;-38.32;-29.34;212.52;-9.68;-64.61;5.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;505;2022-11-11 14:42:54:259
10.0777;-7.3199;-2.6028;8.7447;-3.6825;-2.4779;-0.2335;-4.155;0.3691;-0.6086;0.548;-0.3551;62.6;-16.31;15.02;25.31;74.23;22.06;-105.82;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;1005;2022-11-11 14:42:54:759
16.2763;-1.7318;-1.0421;9.0607;-0.2221;-3.7451;5.1155;-1.6621;2.8903;1.8557;0.6074;-1.029;2.2;-14.49;22.99;32.81;48.29;1.3;-112.46;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;1505;2022-11-11 14:42:55:259
10.0837;-6.4002;-1.8296;7.9772;-5.0964;-2.5616;0.7963;1.3169;-1.0215;-0.0024;-0.0321;1.1508;0.0;-13.35;39.88;37.2;51.86;27.39;-106.67;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;2005;2022-11-11 14:42:55:759
7.756;-5.5238;-3.0383;8.1278;-4.9277;-2.4141;-0.1606;-0.242;-0.3961;0.5369;-0.6854;-0.5062;1.3;4.73;52.11;42.0;45.23;30.16;-106.54;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;2506;2022-11-11 14:42:56:260
6.2779;-3.0218;-2.5259;8.6035;-4.0018;-2.4771;-2.2766;0.6196;1.5349;0.0783;-0.3344;0.056;0.0;-1.42;63.51;28.39;25.85;23.71;-104.88;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;3005;2022-11-11 14:42:56:759
6.5133;-3.8169;-1.9005;8.6032;-4.2391;-2.0458;-0.3342;-0.3521;0.772;-0.0467;0.0569;-0.159;0.0;-4.48;65.91;18.68;17.43;25.61;-103.38;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;3506;2022-11-11 14:42:57:260
8.3049;-4.5796;-2.4401;9.0119;-3.2785;-2.0515;0.3161;1.3728;-2.4322;0.4509;-1.0813;-0.1012;0.0;-11.66;62.68;14.25;10.99;19.24;-104.37;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;4005;2022-11-11 14:42:57:759
12.3395;-7.3406;0.5273;9.0048;-3.6818;-1.2363;2.992;-1.8679;1.1174;0.5003;1.3869;0.2852;0.0;-16.52;55.88;4.8;3.34;22.05;-97.82;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;4505;2022-11-11 14:42:58:259
12.8438;-5.6276;0.8677;9.0756;-3.2413;-1.8159;-0.75;-0.3923;-0.8136;-0.0702;0.0969;-0.0151;0.0;-19.01;43.41;1.22;354.98;19.12;-102.18;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;5005;2022-11-11 14:42:58:759
8.5301;-2.5977;-1.7677;8.9577;-3.5408;-1.8421;-1.3416;1.8323;0.5732;0.3832;-0.4878;-0.0654;0.0;-19.14;28.41;0.11;348.84;21.17;-101.62;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;5505;2022-11-11 14:42:59:259
7.3576;-3.833;-1.9606;9.0606;-3.3452;-1.6988;-2.2223;-1.1299;0.0559;0.2365;0.0547;-0.2397;0.0;-15.17;25.48;1.67;357.13;20.12;-101.06;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;6005;2022-11-11 14:42:59:759
7.7462;-1.6959;-2.3548;9.0154;-3.4077;-1.8114;-1.2995;1.5988;-1.3619;-0.1839;-0.3587;0.0309;1.3;-16.05;28.48;-0.04;352.59;20.52;-99.69;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;6505;2022-11-11 14:43:00:259
7.0564;-2.4981;-2.7766;8.9478;-3.5812;-1.8119;-2.3004;0.0761;-0.1573;0.2713;-0.0712;-0.1332;2.0;-22.48;35.04;-2.61;343.66;21.71;-101.31;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;7006;2022-11-11 14:43:00:760
6.7561;-2.9973;-2.7485;8.9031;-3.6787;-1.8365;-2.1118;1.1167;1.3261;-0.5017;0.0757;0.1705;1.3;-29.08;42.0;-5.61;337.78;22.03;-101.66;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;7506;2022-11-11 14:43:01:260
8.2451;-5.132;-1.4148;8.7846;-3.825;-2.0905;0.3126;-0.7536;-1.2892;0.0671;-0.3591;-0.1529;1.3;-29.92;46.01;-2.4;344.07;22.96;-103.39;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;7 / 10;8005;2022-11-11 14:43:01:759
8.4045;-3.7789;-1.6881;8.4329;-4.5865;-2.0053;1.4056;0.9964;0.4758;0.431;-0.7097;0.0727;1.3;-27.77;49.22;2.48;352.15;27.22;-102.81;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;7 / 10;8506;2022-11-11 14:43:02:260
8.132;-4.9989;0.8465;8.3063;-5.0701;-1.2122;3.8084;-1.7302;2.2689;2.6404;-1.0047;-0.1742;0.0;-25.76;52.11;2.16;356.11;30.2;-99.16;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;9005;2022-11-11 14:43:02:759
10.1806;-3.3087;1.5281;8.3026;-4.9137;-1.7585;3.8643;-2.8085;0.7559;2.103;-1.1572;-0.3015;0.0;-32.55;43.58;-11.96;321.25;30.07;-101.96;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;9506;2022-11-11 14:43:03:260
12.2058;-2.3572;-2.5346;8.7816;-4.0963;-1.5084;1.1474;0.6966;-3.438;-0.3607;0.1662;-0.1466;0.0;-36.54;27.06;-12.66;298.18;24.69;-99.75;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;10005;2022-11-11 14:43:03:759
8.1646;-2.415;-3.5865;8.7643;-3.5035;-2.6614;-0.8388;1.3646;-1.3896;1.7515;-0.7061;-0.4933;0.0;-32.87;13.2;-9.36;274.89;21.27;-106.19;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;10505;2022-11-11 14:43:04:259
8.6237;-1.8517;-2.4796;8.9848;-3.1848;-2.3022;-1.5467;-0.3769;1.0335;0.1238;-0.2531;-0.3715;0.0;-28.24;-3.77;-3.39;218.83;19.83;-105.11;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;11005;2022-11-11 14:43:04:759
11.6581;-3.4265;0.6173;8.9543;-3.303;-2.2541;3.9696;1.2456;1.2299;1.3743;-0.915;-0.0531;0.0;-22.03;-6.47;-6.62;224.76;19.68;-104.13;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;11505;2022-11-11 14:43:05:259
7.0376;-3.7172;-2.6689;8.8297;-3.4545;-2.5047;-2.4346;-0.003;2.0081;0.884;-0.6396;-0.7348;0.0;-24.92;-2.36;-9.28;238.52;20.63;-105.84;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;12005;2022-11-11 14:43:05:759
7.8404;-1.2129;-1.9651;9.1338;-2.8363;-2.168;-1.159;1.9302;0.3169;-0.0318;0.3868;0.0894;0.0;-27.49;1.14;-6.58;245.57;16.51;-103.81;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;12505;2022-11-11 14:43:06:259
8.7509;-3.5641;-5.0524;8.6609;-3.7356;-2.6843;-0.4144;0.9045;-1.7017;-0.6604;-0.062;0.0249;0.0;-26.36;2.91;-7.95;247.76;23.26;-106.64;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;13005;2022-11-11 14:43:06:759
9.1851;-2.0713;-1.0552;8.9325;-3.291;-2.356;1.2717;0.2294;-1.4327;0.1626;-0.0476;0.115;0.0;-24.62;-6.09;-6.0;222.58;19.61;-104.78;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;13506;2022-11-11 14:43:07:260
7.6831;-2.8146;-1.0469;8.6456;-3.7087;-2.7694;3.2995;-3.6011;-2.7093;0.0031;-0.5019;0.1143;0.0;-23.57;-18.22;-8.74;213.22;22.22;-107.76;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;14005;2022-11-11 14:43:07:759
11.9483;-3.1235;-2.4437;8.9513;-3.298;-2.2733;3.7094;0.0901;-0.3618;0.1782;-0.2049;0.1009;0.0;-23.25;-24.28;-16.86;217.31;19.32;-103.49;0.0;35.958313;-83.92459;792.19;NaN;0.0;66.58582;;0 / 10;14506;2022-11-11 14:43:08:260
