sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.2064;2.0844;9.5139;-1.2292;3.2447;9.1723;1.2904;-0.2327;-1.2998;-0.6194;0.2438;-0.1662;77.2;1.18;-61.29;-45.79;173.12;-19.32;7.63;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;10;2022-11-09 16:55:18:412
-0.9835;3.885;9.0841;-1.4538;2.9862;9.2271;0.1445;0.7764;-0.48;-0.2151;-0.0489;-0.0033;43.2;-6.21;-59.74;-50.68;161.77;-17.73;8.95;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;510;2022-11-09 16:55:18:912
-1.8215;2.0273;9.903;-1.069;3.54;9.0827;0.0979;-1.0881;1.9496;0.3728;-0.0315;-0.2257;50.9;-6.52;-64.78;-48.66;164.32;-20.09;6.52;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;1010;2022-11-09 16:55:19:412
-0.8255;2.5947;9.283;-0.8235;3.17;9.2436;0.185;-0.6902;-0.1592;0.078;-0.1445;-0.0656;58.2;-2.91;-72.36;-45.34;172.44;-18.92;5.27;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;1510;2022-11-09 16:55:19:912
-0.2151;2.5899;8.8448;-0.8359;2.8279;9.3528;0.4004;-0.1797;-0.2801;-0.0394;-0.03;-0.1144;58.2;0.49;-76.27;-45.32;176.17;-16.76;5.11;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;2010;2022-11-09 16:55:20:412
-0.7633;4.2849;10.9588;-0.9714;3.6139;9.0646;0.2027;-0.4176;-0.3543;0.3476;-0.0299;0.2452;58.2;2.89;-78.47;-44.21;178.26;-21.62;6.12;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;2510;2022-11-09 16:55:20:912
-1.223;3.8587;9.2518;-0.8456;3.7959;9.0026;-0.4838;-0.2103;0.1896;0.1487;0.0169;-0.0585;58.2;4.16;-79.69;-39.62;180.36;-22.23;5.18;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;3010;2022-11-09 16:55:21:412
-0.6903;3.6323;8.8926;-0.8049;3.6585;9.063;0.2036;-0.0894;0.1737;0.092;-0.0467;-0.0367;58.2;6.88;-81.08;-38.34;183.2;-21.79;5.38;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;3510;2022-11-09 16:55:21:912
-0.673;3.6102;9.1041;-0.666;3.5694;9.1097;0.021;0.0536;-0.0424;-0.0302;-0.0108;-0.0036;58.2;7.73;-82.16;-38.55;184.73;-21.34;4.18;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;4010;2022-11-09 16:55:22:412
-0.6197;3.4394;9.0957;-0.7137;3.4563;9.1496;0.0661;-0.0281;-0.1216;-0.08;0.0319;0.004;58.2;8.7;-82.33;-39.3;185.4;-20.64;4.46;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;4510;2022-11-09 16:55:22:912
-0.7035;3.2865;9.283;-0.7783;3.2402;9.2231;0.0606;0.068;0.0671;-0.0561;-0.0152;-0.0178;58.2;16.44;-40.37;-24.38;205.34;-19.29;4.82;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;5010;2022-11-09 16:55:23:412
-0.859;3.119;9.1825;-0.7827;3.1333;9.2596;-0.0651;-0.0901;-0.0462;0.046;-0.003;0.0036;58.2;16.95;-40.29;-25.09;206.68;-18.58;4.82;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;5510;2022-11-09 16:55:23:912
-0.7466;3.1741;8.9979;-0.7494;3.1196;9.267;-0.0154;0.0364;-0.2371;-0.081;-0.0274;-0.0379;52.4;18.02;-40.18;-25.07;208.34;-18.55;4.62;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;6010;2022-11-09 16:55:24:412
-0.7298;3.1956;9.3284;-0.8137;3.0926;9.2706;0.0829;0.1193;0.0437;0.0255;-0.0018;0.014;52.4;18.24;-40.18;-25.29;207.93;-18.31;5.07;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;6510;2022-11-09 16:55:24:912
-0.7513;3.0138;9.3021;-0.7276;2.9661;9.319;-0.0177;0.0226;-0.0239;-0.0673;0.0056;5.0E-4;52.4;17.91;-39.28;-26.19;208.84;-17.61;4.46;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;7010;2022-11-09 16:55:25:412
-0.172;3.277;9.3835;-0.5114;2.898;9.3547;0.3382;0.476;0.2061;-0.3396;-0.0842;-0.1033;52.4;17.74;-39.73;-26.1;208.81;-17.69;3.37;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;7510;2022-11-09 16:55:25:912
-0.3658;2.3815;11.4544;-0.94;2.8371;9.3401;0.5284;-0.2958;2.4835;0.4847;0.0819;0.2705;47.5;20.12;-37.24;-27.58;212.55;-16.82;5.75;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;8010;2022-11-09 16:55:26:412
-1.2661;3.6171;7.1043;-0.834;3.6577;9.0607;-0.4927;0.1603;-1.5354;0.2641;-0.0787;-0.0667;47.5;25.07;-36.11;-23.92;223.31;-21.29;5.39;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;8510;2022-11-09 16:55:26:912
-0.4974;2.3121;7.8583;-1.6399;2.079;9.4424;1.2689;0.4914;-1.0744;0.2672;-0.0867;-0.0935;35.5;-18.79;-31.95;39.9;163.59;-12.24;9.85;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;9010;2022-11-09 16:55:27:412
-0.6437;1.759;8.5935;-0.1262;2.0011;9.5995;-0.5277;-0.2999;-0.5515;0.3315;0.0948;-0.4069;35.5;-18.41;-23.83;34.58;150.25;-11.77;0.75;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;9510;2022-11-09 16:55:27:912
-1.5724;1.946;8.8041;-1.1032;1.9029;9.5568;-0.4975;0.0951;-0.4493;0.0797;0.3043;0.2797;23.1;-9.77;-16.03;32.01;163.46;-10.83;6.17;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;10010;2022-11-09 16:55:28:412
-0.4759;3.6338;9.1274;-0.3284;2.7003;9.4218;-0.0596;0.5675;-1.0368;0.1308;0.3971;-0.4668;23.1;-7.86;-17.57;27.09;163.17;-15.64;1.15;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;10510;2022-11-09 16:55:28:912
-1.9795;4.031;10.4034;-1.5929;3.3903;9.063;-0.5626;0.4961;1.7956;1.3153;-0.6279;-0.7099;13.7;4.48;-18.3;29.42;199.62;-18.37;10.49;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;11010;2022-11-09 16:55:29:412
0.8264;-1.576;13.317;-0.2165;1.7001;9.6557;0.0191;-1.4561;4.2315;-0.5384;-0.2534;-2.336;18.1;2.63;-4.93;20.29;202.37;-9.98;1.28;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;11510;2022-11-09 16:55:29:912
-2.1182;2.7144;10.6857;-1.1015;1.5277;9.6241;-1.2184;1.4375;1.3306;0.5906;-0.218;-1.3672;36.4;-1.89;18.36;23.12;357.54;-8.19;6.52;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;12010;2022-11-09 16:55:30:412
-0.2079;0.562;10.8368;-0.1279;1.5807;9.6776;-0.2838;-1.1032;1.7738;0.6966;-0.4715;-1.0923;25.4;-23.38;26.51;29.83;46.08;-9.28;0.76;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;12510;2022-11-09 16:55:30:912
-0.9141;3.0185;7.43;-0.3991;2.7496;9.4048;-0.6019;0.2853;-2.1774;0.5427;0.1229;0.1948;13.7;-35.23;29.18;35.63;61.44;-15.08;2.16;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;13010;2022-11-09 16:55:31:412
-0.4759;3.2626;7.7052;0.7882;3.6829;9.0546;-1.2193;-0.3879;-1.274;0.6411;0.1821;-0.5553;21.1;-43.69;27.47;42.51;77.7;-22.06;-4.97;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;13510;2022-11-09 16:55:31:912
0.0126;3.818;6.3359;0.2222;4.1404;8.887;-0.2094;-0.3554;-2.5773;0.1258;0.1204;0.2772;16.2;-47.47;28.84;43.09;79.55;-24.71;-1.4;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;14010;2022-11-09 16:55:32:412
-0.1241;2.1948;5.8953;0.3904;3.219;9.2551;-0.5745;-1.0944;-3.19;0.3115;-0.7232;-0.256;20.3;-48.49;33.49;42.11;69.52;-18.54;-1.36;5.0;35.958385;-83.92487;;NaN;;177.66664;;0 / 0;14510;2022-11-09 16:55:32:912
