sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.1496;3.2177;9.4615;-3.7114;3.5863;8.3387;0.7639;-0.2766;0.9757;0.5495;1.9413;1.1201;425.2;-17.31;-23.89;-22.29;127.31;-19.5;16.57;5.0;35.95832;-83.92454;691.11;NaN;0.0;35.33087;;0 / 17;5;2022-10-28 14:06:42:989
0.8273;1.8697;5.4894;2.9531;5.1746;7.7893;-2.2266;-2.0794;-0.641;1.0425;-5.0301;1.0914;644.3;-12.97;-25.18;-15.21;139.0;-29.33;-2.56;5.0;35.95832;-83.92454;691.11;NaN;0.0;35.33087;;0 / 17;505;2022-10-28 14:06:43:489
6.53;-6.3972;-0.7298;6.3515;-7.4661;-0.2918;4.3638;-0.2117;-5.0983;-0.0773;0.4159;-1.6011;137.1;-37.5;24.56;29.27;115.39;49.58;-92.63;5.0;35.95832;-83.92454;691.11;NaN;0.0;35.33087;;0 / 17;1004;2022-10-28 14:06:43:988
5.7565;-5.0728;-2.8041;5.8915;-6.916;-3.6918;-0.9774;0.676;1.9924;-0.2924;-1.1114;3.9005;1.2;-34.61;42.9;40.29;109.46;44.85;-122.07;0.0;35.95832;-83.92454;691.11;NaN;0.0;35.33087;;10 / 17;1504;2022-10-28 14:06:44:488
4.0696;-7.0522;-2.6498;5.5103;-7.6836;-2.6018;-1.0414;0.6787;0.0154;0.9515;-0.8039;-1.1783;4.4;-27.39;36.38;47.57;120.64;53.72;-119.7;0.0;35.95832;-83.92454;691.11;NaN;0.0;35.33087;;10 / 17;2004;2022-10-28 14:06:44:988
6.4226;-3.5596;-2.7568;7.1717;-6.2843;-2.2902;-1.0833;1.7185;0.3469;1.1872;-0.4104;-0.2413;0.8;-31.05;29.06;45.06;100.35;39.45;-109.78;0.0;35.95832;-83.92454;691.11;NaN;0.0;35.33087;;10 / 17;2504;2022-10-28 14:06:45:488
4.3143;-4.4776;-1.3914;7.0572;-5.7614;-3.6295;-3.4035;1.9283;2.9879;0.8415;-0.3518;0.1481;1.0;-19.52;29.18;46.33;88.81;35.98;-117.22;0.0;35.95832;-83.92454;691.11;NaN;0.0;35.33087;;10 / 17;3004;2022-10-28 14:06:45:988
10.1336;-7.1824;0.5596;7.3751;-6.1056;-2.1215;2.399;-2.766;1.3439;-0.4293;2.2523;0.0799;2.2;-10.91;38.14;43.44;67.63;38.51;-106.05;0.0;35.95832;-83.92454;691.11;NaN;0.0;35.33087;;10 / 17;3505;2022-10-28 14:06:46:489
8.2439;-6.6509;-0.993;7.2781;-6.2664;-1.9828;1.831;-0.7478;0.6474;0.577;-1.2402;-0.2766;2.2;-12.88;39.54;46.48;70.08;40.61;-103.61;0.0;35.95832;-83.92454;691.11;NaN;0.0;35.33087;;10 / 17;4004;2022-10-28 14:06:46:988
7.6436;-7.3768;-2.1811;7.4124;-5.4476;-3.3987;-1.161;1.9284;-0.8982;0.702;-0.4943;-0.6844;0.2;-7.31;46.61;55.56;65.94;34.96;-114.91;0.0;35.95832;-83.92454;691.11;NaN;0.0;35.33087;;10 / 17;4505;2022-10-28 14:06:47:489
