sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.1342;3.3511;8.6821;-0.647;2.7734;9.384;-0.7318;0.9204;-1.0719;-0.1308;-0.3349;-0.1611;25.1;10.67;-43.09;-48.82;195.62;-16.43;3.94;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;4 / 9;4;2022-11-11 15:55:35:344
-0.9523;2.2977;10.4249;-0.903;2.1677;9.5214;0.6349;-0.6584;4.2592;-0.9148;0.6103;-0.0966;19.0;15.56;-40.18;-47.77;203.0;-11.64;4.22;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;4 / 9;504;2022-11-11 15:55:35:844
-1.0122;1.5221;12.7424;-0.5144;2.0113;9.5844;-0.9722;-0.3266;3.5747;-0.502;-0.5923;-0.7329;19.0;22.35;-38.4;-42.52;214.94;-11.84;3.07;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;4 / 9;1004;2022-11-11 15:55:36:344
1.1545;3.4612;11.2484;-1.3426;1.7003;9.5644;1.1684;0.126;2.8024;-1.0157;0.6284;0.433;22.0;24.77;-19.56;-41.93;237.87;-9.98;7.99;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;1 / 5;1504;2022-11-11 15:55:36:844
-1.8287;2.9874;7.7842;-0.2715;2.3839;9.5086;-0.6338;-1.1152;6.0338;0.2077;-0.4536;-0.514;19.4;24.28;-18.43;-39.86;251.66;-14.07;1.64;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;1 / 5;2004;2022-11-11 15:55:37:344
-1.3187;2.0225;9.4505;-0.9335;2.6328;9.4004;0.189;-1.3921;3.6129;-0.9341;0.9107;-0.0877;35.2;19.76;-19.78;-42.77;238.44;-12.87;5.87;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;0 / 5;2506;2022-11-11 15:55:37:846
-1.3427;2.5851;9.0434;0.0041;2.9005;9.3679;-0.2415;-1.1986;1.6811;-0.1361;0.8361;0.5088;35.2;17.76;-25.41;-42.68;238.21;-17.2;-0.03;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;0 / 5;3004;2022-11-11 15:55:38:344
-0.3084;2.779;5.7036;-0.0176;2.1335;9.5717;-0.7608;0.9319;1.0289;0.162;0.0714;1.0498;49.3;4.03;-30.41;-47.7;186.92;-10.84;1.82;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;0 / 5;3504;2022-11-11 15:55:38:844
-0.0547;2.1206;5.9623;0.3367;2.5339;9.4677;-2.2706;0.298;-1.5586;0.5641;0.1726;1.4602;57.2;-19.72;-30.49;-58.37;127.63;-14.97;-2.04;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;0 / 5;4004;2022-11-11 15:55:39:344
-1.0552;1.0911;9.2782;0.341;1.4182;9.6976;-3.0976;0.915;-1.0022;0.7347;-0.7354;1.1537;105.5;-31.56;-28.57;-72.64;121.44;-8.32;-2.01;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;0 / 5;4504;2022-11-11 15:55:39:844
-0.373;1.8045;8.2774;0.0992;2.8969;9.3685;-0.6381;-1.2354;-1.4693;0.1626;0.1433;1.1359;116.1;-38.68;-41.93;-74.66;115.04;-17.18;-0.61;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;0 / 5;5004;2022-11-11 15:55:40:344
-0.3897;2.432;7.5473;0.3177;2.5492;9.4642;-1.0056;-0.4205;-1.2869;0.3223;0.117;1.0651;145.0;-52.93;-49.01;-74.21;119.26;-14.59;-1.82;5.0;35.95827;-83.924446;815.31;NaN;0.0;70.47888;;0 / 5;5504;2022-11-11 15:55:40:844
