time,seconds_elapsed,z,y,x
1667776735252813300,0.039813232421875,0.42411237955093384,0.18691386282444,0.41934069991111755
1667776735262865400,0.049865478515625,0.5620214939117432,0.1053585633635521,0.2814110815525055
1667776735272916200,0.059916259765625,0.6798575520515442,0.04028632119297981,0.09935726225376129
1667776735282967300,0.06996728515625,0.7818489074707031,-0.03992569446563721,-0.10987478494644165
1667776735293018400,0.080018310546875,0.8451898097991943,-0.1296556442975998,-0.2992689907550812
1667776735303070200,0.0900703125,0.8680629134178162,-0.15658819675445557,-0.43260520696640015
1667776735313121300,0.100121337890625,0.8772343397140503,-0.13192297518253326,-0.4537372291088104
1667776735323172400,0.11017236328125,0.8807156085968018,-0.10687913000583649,-0.3594458997249603
1667776735333223400,0.120223388671875,0.8796887993812561,-0.11848744750022888,-0.18847833573818207
1667776735343275300,0.130275146484375,0.8376803994178772,-0.16885127127170563,0.03297548368573189
1667776735353326300,0.140326416015625,0.7353824377059937,-0.3044240474700928,0.23533959686756134
1667776735363377400,0.15037744140625,0.616788387298584,-0.4492605924606323,0.38306114077568054
1667776735373428200,0.16042822265625,0.614922046661377,-0.39622819423675537,0.43984994292259216
1667776735383480300,0.170480224609375,0.6934472322463989,-0.15052680671215057,0.32700595259666443
1667776735393531400,0.180531494140625,0.7137550115585327,0.24356584250926971,0.09058276563882828
1667776735403582200,0.190582275390625,0.7057189345359802,0.6297127604484558,-0.1220429465174675
1667776735413633300,0.20063330078125,0.6105973124504089,1.015093445777893,-0.2995350658893585
1667776735423685400,0.210685302734375,0.4313857853412628,1.3326034545898438,-0.4381275773048401
1667776735433736400,0.220736328125,0.200638085603714,1.5480945110321045,-0.545708417892456
1667776735443787300,0.230787353515625,-0.05115899816155434,1.7010303735733032,-0.6169946193695068
1667776735453838300,0.24083837890625,-0.23481948673725128,1.7235989570617676,-0.6366370320320129
1667776735463890400,0.250890380859375,-0.322650283575058,1.4759538173675537,-0.6047680377960205
1667776735473941200,0.260941162109375,-0.3182411789894104,0.8859879374504089,-0.3853832483291626
1667776735483992300,0.270992431640625,-0.24270939826965332,0.29908260703086853,0.03220547363162041
1667776735494043400,0.28104345703125,-0.1527784913778305,-0.01434162724763155,0.4400183856487274
1667776735504095200,0.29109521484375,-0.024256737902760506,-0.09932682663202286,0.8693128228187561
1667776735514146300,0.301146240234375,0.2718367576599121,0.09869784861803055,1.1125493049621582
1667776735524197400,0.311197265625,0.7811985611915588,0.661922812461853,0.7400718331336975
1667776735534248400,0.32124853515625,1.1276512145996094,1.040128469467163,0.06000542268157005
1667776735544300300,0.33130029296875,1.064094066619873,1.1653178930282593,-0.3861299753189087
1667776735554351400,0.341351318359375,0.8419754505157471,1.1815212965011597,-0.6068877577781677
1667776735564402400,0.35140234375,0.5351446270942688,0.9854487180709839,-0.6237974762916565
1667776735574453200,0.361453369140625,0.09772450476884842,0.7024851441383362,-0.5873389840126038
1667776735584505300,0.37150537109375,-0.2797093391418457,0.4502390921115875,-0.5078529715538025
1667776735594556400,0.381556396484375,-0.3687847852706909,0.314340740442276,-0.48908910155296326
1667776735604607200,0.391607177734375,-0.21286150813102722,0.29884886741638184,-0.503799319267273
1667776735614658300,0.401658203125,0.0762128010392189,0.28172948956489563,-0.47569286823272705
1667776735624710400,0.41171044921875,0.3072734773159027,0.22279956936836243,-0.38744476437568665
1667776735634761200,0.42176123046875,0.4165220856666565,0.038013018667697906,-0.27961933612823486
1667776735644812300,0.431812255859375,0.39060312509536743,-0.14676055312156677,-0.2606043815612793
1667776735654863400,0.44186328125,0.2685367166996002,-0.20066827535629272,-0.36845362186431885
1667776735664915200,0.451915283203125,0.11621857434511185,-0.2693740725517273,-0.5138196349143982
1667776735674966300,0.46196630859375,-0.035901278257369995,-0.36751285195350647,-0.5827482342720032
1667776735685017300,0.472017333984375,-0.14133848249912262,-0.4685870110988617,-0.5500819087028503
1667776735695068400,0.482068359375,-0.17924286425113678,-0.49993056058883667,-0.4691215753555298
1667776735705120300,0.492120361328125,-0.22082093358039856,-0.44059133529663086,-0.38831618428230286
1667776735715171300,0.50217138671875,-0.2964448630809784,-0.37480899691581726,-0.32906100153923035
1667776735725222400,0.512222412109375,-0.3746453821659088,-0.3634639084339142,-0.2758878171443939
1667776735735273500,0.5222734375,-0.4325307309627533,-0.3681570589542389,-0.19062212109565735
1667776735745325300,0.5323251953125,-0.4752978980541229,-0.40095922350883484,-0.07400922477245331
1667776735755376400,0.54237646484375,-0.5131717920303345,-0.42594632506370544,0.039806514978408813
1667776735765427500,0.552427490234375,-0.5420084595680237,-0.455907940864563,0.10784841328859329
