sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.3714;3.8157;7.6621;-1.1826;3.6091;9.0414;-0.4988;-0.0733;-0.5247;-0.2075;-0.3518;-0.2706;19.1;10.88;12.43;-42.94;348.98;-21.59;7.45;5.0;35.95827;-83.92467;;NaN;;278.04544;;0 / 3;3;2022-11-11 15:57:32:829
-0.2821;2.9082;9.2877;-0.9431;2.6115;9.4054;1.3949;-0.3242;-0.2545;-0.2028;-0.5598;-1.3517;29.3;6.45;12.38;-36.92;355.17;-16.63;6.34;5.0;35.95827;-83.92467;;NaN;;278.04544;;0 / 3;503;2022-11-11 15:57:33:329
-1.6107;1.3068;7.2455;-0.1979;2.5697;9.4619;-1.5273;-1.3984;-2.0276;0.4423;0.2355;0.0675;37.2;2.78;16.11;-29.83;354.86;-14.46;1.78;5.0;35.95827;-83.92467;;NaN;;278.04544;;0 / 3;1003;2022-11-11 15:57:33:829
1.1498;0.4256;10.9732;-0.9273;0.1829;9.761;0.665;0.7045;5.5927;0.3883;0.4076;-1.2169;49.1;0.77;12.58;-30.54;5.97;-0.5;4.41;5.0;35.95827;-83.92467;;NaN;;278.04544;;0 / 3;1503;2022-11-11 15:57:34:329
-0.5883;4.0454;9.8432;0.8214;1.7424;9.6156;-2.066;1.2085;-0.0563;0.1186;-0.5007;-0.6396;49.1;4.16;0.49;-31.76;309.87;-10.23;-4.88;5.0;35.95827;-83.92467;;NaN;;278.04544;;0 / 3;2003;2022-11-11 15:57:34:829
0.2806;0.3873;7.564;-0.8949;2.8155;9.3511;1.0807;-2.3875;0.2374;0.6738;-0.7607;-0.8499;49.1;12.69;-8.04;-27.64;271.45;-15.59;7.91;5.0;35.95827;-83.92467;;NaN;;278.04544;;0 / 3;2503;2022-11-11 15:57:35:329
0.5079;0.1167;9.1801;0.1369;2.1025;9.5776;0.1684;-2.2034;4.7212;0.4997;0.6934;-0.1655;39.2;14.33;-3.36;-28.44;271.94;-7.58;-4.79;5.0;35.95827;-83.92467;;NaN;;278.04544;;0 / 3;3002;2022-11-11 15:57:35:828
-0.9691;1.139;10.954;-0.1861;3.0531;9.3174;-1.3287;-0.7948;2.2835;0.4485;0.2594;0.0841;16.5;13.05;-0.08;-29.64;303.91;-16.76;0.21;5.0;35.95827;-83.92467;;NaN;;278.04544;;0 / 3;3503;2022-11-11 15:57:36:329
-1.2948;2.5684;13.4892;-0.6229;2.5558;9.4472;0.3933;1.5902;0.2584;-0.1698;0.5405;0.659;16.5;8.72;-5.77;-28.31;282.96;-15.11;3.77;5.0;35.95827;-83.92467;;NaN;;278.04544;;0 / 3;4003;2022-11-11 15:57:36:829
0.2327;3.5139;10.1088;0.5646;2.9508;9.3351;-0.0121;0.0633;-1.1796;-0.5705;-1.1024;-0.3325;16.5;3.58;-7.61;-24.17;284.16;-20.4;1.09;5.0;35.95827;-83.92467;;NaN;;278.04544;;0 / 3;4503;2022-11-11 15:57:37:329
