sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.9819;3.5812;7.9493;-0.7003;3.2182;9.2371;-1.3149;-0.0308;-1.4609;-0.062;0.3002;0.4849;28.9;-20.61;-17.91;-2.12;128.55;-19.02;3.63;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;4 / 6;5;2022-11-11 15:51:10:055
-2.1972;0.9978;8.3659;-1.4636;1.8013;9.528;0.7729;-1.499;-0.1055;-0.3631;-0.0241;-1.1494;14.1;-19.52;-17.23;-10.72;124.82;-12.51;7.94;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;506;2022-11-11 15:51:10:556
-1.6705;2.0536;8.4209;-0.8072;1.6243;9.6375;-0.8032;-0.4846;1.6478;0.1823;0.3302;0.6977;16.1;-14.64;-15.02;-17.66;126.18;-9.53;4.79;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;1005;2022-11-11 15:51:11:055
-0.0042;0.0185;10.7862;-1.1489;2.2579;9.4738;0.2545;-0.3994;2.3278;-0.1996;-0.1006;-0.8413;11.3;-8.57;-5.85;-18.96;98.84;-13.31;6.91;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;1506;2022-11-11 15:51:11:556
-2.5469;3.9353;9.2471;-1.2071;2.6946;9.3516;-0.6228;-0.4045;1.6757;0.7332;-0.5565;0.2287;13.9;2.16;-2.74;-19.33;41.22;-12.88;9.49;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;2005;2022-11-11 15:51:12:055
-1.4743;1.3235;11.7607;-1.3589;1.8244;9.5391;0.4973;-0.5631;1.2261;0.1267;0.0909;0.1174;15.3;6.19;-3.75;-18.99;260.19;-9.69;6.68;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;2505;2022-11-11 15:51:12:555
-0.4304;4.6944;9.539;0.1429;2.8856;9.3714;-0.565;-0.3135;-1.6925;0.1418;-0.6799;-0.1244;19.4;-0.9;-8.49;-23.61;132.46;-17.11;-0.87;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;3006;2022-11-11 15:51:13:056
1.346;3.1334;7.0636;1.7025;3.3877;9.0441;-0.449;-0.649;-1.9511;0.2063;0.0728;0.8982;16.7;-12.51;-10.84;-23.46;101.18;-20.21;-10.66;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;3506;2022-11-11 15:51:13:556
2.6339;3.0903;5.9049;3.3209;4.0535;8.2892;-0.8043;-1.4093;-1.7568;-0.1688;-0.3049;-0.606;16.7;-27.09;-5.04;-17.53;70.95;-24.16;-21.68;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;4005;2022-11-11 15:51:14:055
1.0995;2.9779;7.7243;3.3118;3.9526;8.3414;-1.2613;-0.8399;1.7523;0.6581;0.3006;1.0332;9.9;-33.41;-12.43;-12.96;92.6;-23.63;-22.22;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;4505;2022-11-11 15:51:14:555
4.6642;0.8231;9.4457;3.5935;3.8086;8.2917;1.8398;0.5308;1.7019;-0.7071;-0.6421;-0.7381;7.8;-37.71;4.78;-16.29;60.42;-22.85;-23.43;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;5006;2022-11-11 15:51:15:056
3.7161;3.3129;10.6427;2.5619;2.8785;9.0178;0.507;0.6234;1.2625;0.1709;-0.1196;-0.7242;6.7;-32.83;1.67;-15.64;71.65;-17.07;-15.86;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;5505;2022-11-11 15:51:15:555
2.1168;3.8803;8.8352;1.9889;3.1184;9.0824;-0.1423;0.7557;-1.7249;-0.5069;-0.005;-0.5172;6.7;-19.05;-1.24;-22.57;58.72;-19.74;-13.09;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;6006;2022-11-11 15:51:16:056
2.4138;2.4464;7.4444;1.789;3.0904;9.1334;2.2239;-2.2697;-0.5518;-0.5131;-0.4781;-1.681;9.4;-6.24;2.08;-29.89;359.48;-19.64;-11.52;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;6505;2022-11-11 15:51:16:555
0.3069;3.3799;11.5813;1.8416;3.634;8.9204;-0.7186;2.3437;1.7703;0.1437;0.8649;-0.4778;7.3;0.86;-9.58;-33.37;288.86;-21.75;-11.66;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;7005;2022-11-11 15:51:17:055
2.6124;2.8603;11.2843;0.68;3.2625;9.223;-0.1789;0.6786;-0.2405;0.3194;-0.2987;-1.081;5.0;8.14;-21.9;-29.4;219.69;-18.47;-3.68;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;7506;2022-11-11 15:51:17:556
0.5656;4.1868;11.4903;0.6659;1.8876;9.6002;-1.0653;1.4913;1.3431;0.1174;-0.3473;-0.9859;6.5;33.99;-33.81;-18.99;229.08;-10.32;-3.53;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 6;8005;2022-11-11 15:51:18:055
-0.0233;1.2179;10.1542;0.5923;1.8188;9.6183;-0.2225;-0.4307;-0.892;-0.0818;0.3828;-0.1875;11.1;52.61;-31.56;-16.5;241.56;-10.81;-5.57;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 1;8506;2022-11-11 15:51:18:556
1.535;2.2355;9.1346;1.0715;1.67;9.6038;-0.3112;0.1851;-1.342;0.2159;-0.3514;-0.6621;13.0;45.19;-24.97;-16.41;243.9;-9.8;-6.37;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 1;9005;2022-11-11 15:51:19:055
-0.2821;2.3623;10.3723;0.3053;1.6236;9.6665;-0.8719;-0.1259;-0.8361;0.3414;-0.0632;0.3877;11.5;41.4;-16.41;-19.93;252.74;-8.85;-1.35;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 1;9506;2022-11-11 15:51:19:556
1.1426;2.3934;9.0912;0.2654;2.0127;9.5942;0.9553;0.4944;-1.4512;0.1745;0.1103;-0.2763;12.8;29.38;-10.46;-20.53;258.64;-11.1;-1.99;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 1;10005;2022-11-11 15:51:20:055
-0.7801;1.8933;7.6238;0.1641;2.381;9.5118;-1.3776;-0.3023;-1.4222;0.0327;-0.1726;-0.0471;12.8;28.73;1.33;-20.03;280.81;-13.45;-0.49;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 3;10506;2022-11-11 15:51:20:556
0.6852;2.4942;5.9312;0.5888;2.6774;9.4157;-0.0736;-0.9241;-2.2001;0.297;-0.1339;-0.204;16.7;30.73;6.54;-17.91;288.88;-15.12;-3.46;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 3;11005;2022-11-11 15:51:21:055
-1.0074;3.1238;7.4779;0.3954;3.9333;8.9746;-1.4992;-0.5958;-0.788;-0.0204;-0.0344;0.3807;23.4;28.31;7.07;-19.46;294.84;-23.28;-2.84;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 3;11506;2022-11-11 15:51:21:556
0.5536;2.9321;9.0171;0.0266;2.8072;9.3963;0.533;-0.6086;1.7601;-0.1529;-0.3369;-0.1517;32.5;24.38;6.69;-24.21;299.39;-16.63;-0.16;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 3;12005;2022-11-11 15:51:22:055
-1.1342;2.2905;10.9277;0.5394;3.2409;9.2399;-0.377;1.3453;1.1301;0.442;-0.5142;0.0522;55.3;19.84;8.31;-26.14;307.56;-18.47;-0.97;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 2;12506;2022-11-11 15:51:22:556
0.5967;3.4828;11.1718;0.1473;3.1379;9.2899;-0.0311;-0.4922;0.1355;0.0509;0.2295;0.5821;76.3;14.81;6.24;-28.29;313.12;-17.97;-0.56;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 2;13005;2022-11-11 15:51:23:055
0.1346;3.21;9.6757;0.0422;2.431;9.5005;0.5894;-0.1169;-1.9693;0.024;-0.7262;-1.1295;99.5;15.68;6.09;-29.94;310.88;-13.88;1.59;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 2;13506;2022-11-11 15:51:23:556
-1.2613;2.1852;7.4276;-0.4736;3.4764;9.1576;-1.4829;-1.0423;0.1066;0.4292;0.278;0.0793;115.1;27.66;6.53;-38.32;308.27;-20.76;2.96;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 2;14005;2022-11-11 15:51:24:055
0.7881;3.0114;7.9421;-0.3945;2.9527;9.3432;0.7775;-0.8824;0.7086;0.1011;-0.4484;-0.6557;115.1;34.46;-7.57;-38.18;277.89;-17.65;3.05;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 2;14506;2022-11-11 15:51:24:556
-0.6891;4.6056;9.1179;-0.321;3.6321;9.1036;0.1188;0.9939;-0.8495;0.1561;-0.1187;-0.9037;115.1;34.73;-4.52;-42.77;288.3;-21.12;1.59;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 2;15005;2022-11-11 15:51:25:055
-1.3977;3.6529;8.6127;-0.5751;3.5576;9.1205;-0.3718;0.0695;-1.2482;-0.6467;-0.3493;-0.999;78.9;41.79;0.34;-46.76;296.88;-23.7;3.37;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 2;15506;2022-11-11 15:51:25:556
1.7435;0.4998;10.5326;-0.1125;2.2198;9.5514;0.9087;-0.8112;2.1201;-0.8939;0.4711;-0.4083;62.7;44.08;13.71;-49.13;299.78;-13.08;0.67;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 2;16005;2022-11-11 15:51:26:055
-0.3658;2.9441;11.854;-0.8807;2.0973;9.5392;0.1145;0.4779;0.6373;0.2934;0.2414;-0.45;98.4;41.76;24.96;-45.88;311.35;-11.48;3.82;5.0;35.95869;-83.923744;818.55;NaN;0.0;228.22653;;0 / 2;16506;2022-11-11 15:51:26:556
