sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.9485;1.2514;9.6323;-0.4067;2.4943;9.4754;-0.8798;-0.3266;0.1873;-0.2452;-0.9257;0.3197;15.1;29.96;-27.62;20.04;225.78;-16.11;7.1;5.0;35.958576;-83.92421;;NaN;;129.03226;;0 / 0;5;2022-11-11 16:00:00:690
-1.7258;3.3153;9.8575;-0.5961;2.4539;9.4759;-0.491;0.773;-0.3544;0.0601;-0.025;-0.0601;12.4;29.33;-28.03;8.06;225.71;-14.63;3.27;5.0;35.958576;-83.92421;;NaN;;129.03226;;0 / 0;505;2022-11-11 16:00:01:190
0.3428;2.9707;8.8615;-0.2516;2.8702;9.3738;0.6529;-0.7934;-0.7217;-0.0073;-0.2366;-0.4773;13.8;39.71;-25.41;8.36;237.01;-16.93;0.95;5.0;35.958576;-83.92421;;NaN;;129.03226;;0 / 0;1005;2022-11-11 16:00:01:690
-1.4336;3.1047;9.9293;-0.1547;2.765;9.4075;0.1539;0.986;1.5949;0.3382;0.248;-0.4432;12.4;48.62;-7.14;5.72;260.24;-15.16;-0.42;5.0;35.958576;-83.92421;;NaN;;129.03226;;0 / 0;1505;2022-11-11 16:00:02:190
-1.4767;2.889;8.584;-1.0034;2.6059;9.4007;-0.5404;-0.0555;-1.0898;-0.259;0.1632;0.2885;14.4;48.54;12.06;11.12;281.19;-16.16;5.82;5.0;35.958576;-83.92421;;NaN;;129.03226;;0 / 0;2004;2022-11-11 16:00:02:689
-0.0114;2.5086;8.4497;-0.8246;2.7446;9.3786;0.7841;-1.1274;0.9417;0.3141;-0.2217;-0.2592;14.5;59.53;17.25;13.18;283.27;-16.32;5.8;5.0;35.958576;-83.92421;;NaN;;129.03226;;0 / 0;2505;2022-11-11 16:00:03:190
-1.357;3.9664;10.5374;-0.6726;2.7869;9.3782;0.097;0.5583;-0.7673;-0.0464;0.1085;-0.113;14.5;66.77;27.32;10.59;289.67;-16.46;4.17;5.0;35.958576;-83.92421;;NaN;;129.03226;;0 / 0;3005;2022-11-11 16:00:03:690
-2.001;2.3049;7.6813;-1.3782;2.3495;9.4208;-0.0752;-1.1848;-0.58;0.0693;0.281;0.2031;14.5;62.98;39.49;11.25;300.36;-13.86;8.32;5.0;35.958576;-83.92421;;NaN;;129.03226;;0 / 0;3505;2022-11-11 16:00:04:190
-1.4049;2.7526;11.0617;-1.5594;2.4536;9.3658;0.2603;0.4677;1.0577;0.0147;-0.2119;0.2547;14.5;66.75;36.38;17.61;295.8;-14.11;9.94;5.0;35.958576;-83.92421;;NaN;;129.03226;;0 / 0;4005;2022-11-11 16:00:04:690
-0.7513;2.9536;8.4233;-0.8543;2.4121;9.4669;0.2014;-0.0612;-0.964;0.0574;-0.2365;-0.3011;17.4;66.23;34.71;14.7;295.42;-14.05;5.67;5.0;35.958576;-83.92421;;NaN;;129.03226;;0 / 0;4505;2022-11-11 16:00:05:190
