time,seconds_elapsed,z,y,x
1667776595279021800,0.019021728515625,0.568241201493144,0.16970190214514733,0.044550066474825144
1667776595289072600,0.02907275390625,0.7415279763877392,0.0442784099265933,0.7434304490081965
1667776595299124700,0.039124755859375,0.684873192229867,-0.36950609708726406,1.1386311054527758
1667776595309175800,0.04917578125,0.4784861117660999,-0.7586714188903569,1.08100396913141
1667776595319227600,0.0592275390625,0.33342589892446994,-0.9529220713585614,1.095620231243968
1667776595329278700,0.06927880859375,-0.13022212467193603,-0.6470794681474566,1.448710615581274
1667776595339329800,0.079329833984375,-0.9697387661248444,-0.4055690518543124,1.3937569362528621
1667776595349381600,0.089381591796875,-1.6005395919054746,-0.7377227388858795,0.6535156386747956
1667776595359432700,0.0994326171875,-2.224164826968312,-0.4813815409466624,0.8097697379648685
1667776595369484500,0.109484619140625,-2.3379905281126496,-0.18839140504598617,1.3545923622086644
1667776595379535600,0.11953564453125,-1.7961147709757088,-0.32005671426355836,1.3093950838714836
1667776595389588000,0.129587890625,-0.8724047655761241,0.10630115085840225,0.829366126577556
1667776595399638500,0.139638427734375,-0.30778935336470603,1.3682833261698484,0.10539368062466382
1667776595409689600,0.149689697265625,-0.7255828037589788,2.297754963836074,-0.8952031651005148
1667776595419742000,0.159741943359375,-2.233477429714799,1.5242369812086223,-1.400921274924278
1667776595429792800,0.169792724609375,-2.8530951827019453,-0.15140578247606754,-0.7118012389048933
1667776595439844900,0.179844970703125,-2.5425521467149257,-1.7586457488030194,0.4037637559980154
1667776595449896000,0.18989599609375,-2.439789691376686,-2.9084949983626602,1.4388701895684004
1667776595459947800,0.19994775390625,-1.5349462990105152,-3.211825034230947,2.094295168995857
1667776595469998800,0.209998779296875,-0.018182722422480584,-2.2450705446138977,2.003592861546576
1667776595480050000,0.2200498046875,0.7547726578861474,-2.1878370837852357,2.312879467731714
1667776595490101800,0.230101806640625,1.1570014594018458,-1.8233666427776216,2.3304206773802636
1667776595500152800,0.24015283203125,1.0723545064687727,-0.7649082674533129,2.090086026868224
1667776595510204700,0.25020458984375,0.0730547148168087,-0.49344636501073835,1.998296216443181
1667776595520255700,0.260255859375,-0.6039034665048122,-0.4055675905495882,1.5283303880020975
1667776595530307800,0.270307861328125,-1.1272528023481367,-0.26890052752196786,0.1672337584659457
1667776595540358700,0.280358642578125,-1.3724872076004744,0.07567161931693553,-0.4070847171142697
1667776595550409700,0.29040966796875,-1.0467641381382942,0.6413900243341922,-0.30333208169490095
1667776595560461800,0.3004619140625,-0.9511533081203698,0.7520894101515412,-0.5852990115389227
1667776595570513000,0.310512939453125,-0.5910644431978463,0.30265082143247124,-0.7842994888827204
1667776595580564700,0.320564697265625,0.3086076840102672,-0.11906447858065367,-0.657035921755433
1667776595590615800,0.33061572265625,1.0722691662728785,-0.004423077139258384,-0.1941851860165596
1667776595600667600,0.340667724609375,0.16608663425743578,0.2458221420124173,0.6162788178227842
1667776595610718700,0.35071875,0.39872926896214483,0.2716328750953078,1.6398907745629547
1667776595620770800,0.360770751953125,1.966672997689247,0.7895742144152521,1.927437696496397
1667776595630821600,0.370821533203125,1.8890578430891036,0.9423638524651526,1.7338314794115721
1667776595640872700,0.380872802734375,1.5185697492271661,1.017543304350972,1.9974029208652675
1667776595650924800,0.3909248046875,0.7605828054696321,1.56197985188663,2.181379578208923
1667776595660975600,0.4009755859375,-0.12469079402983188,1.8216244752854107,1.9737407441183923
1667776595671027700,0.41102783203125,-0.9518664248257875,1.576073259168863,1.372770262325555
1667776595681078800,0.421078857421875,-1.74034904461205,1.1834177571624516,-0.7161939209058881
1667776595691131000,0.431130859375,-0.9682137485146523,0.9819523510098457,-2.49862298861742
1667776595701181700,0.441181640625,0.3211141143620014,1.1518851393014191,-2.9193524924635885
1667776595711232800,0.451232666015625,2.0707225702285768,1.624979913417995,-0.9321510860085487
1667776595721284900,0.461284912109375,3.433689085289836,1.990618229161203,2.549681560203433
1667776595731336000,0.4713359375,2.8683541266322132,1.8060040045663712,0.532039057451114
1667776595741387800,0.4813876953125,4.091301930150389,1.855002136491239,0.7215706455081701
1667776595751438800,0.49143896484375,4.606818672671914,2.0993287792488933,2.054982564783096
1667776595761491000,0.501490966796875,3.430760630622506,1.8279764746606348,-0.8130226022809743
1667776595771541800,0.511541748046875,2.7694226277589795,1.144886074194312,-2.5810572339370843
1667776595781592800,0.5215927734375,-0.09067571170330047,-0.36768764948844906,-5.8634764380902045
1667776595791645000,0.53164501953125,-0.335835298153758,-0.08253332177996635,-6.166501938053965
1667776595801695700,0.54169580078125,2.582545134407282,2.4380916552871463,0.6094925186835229
1667776595811747800,0.551747802734375,3.9210716202169653,3.3209353972911835,3.972054203957319
1667776595821799000,0.561798828125,4.414290021690726,3.468271153849363,5.754367828595638
1667776595831850800,0.571850830078125,4.512702465125918,1.3078536996483803,5.3182618919193745
1667776595841901800,0.58190185546875,3.126475485986471,-0.5311532875925302,3.7118279812783
1667776595851953700,0.59195361328125,0.5598819539487362,-0.7792202859222889,2.022153915762156
1667776595862004700,0.602004638671875,-0.32752515044808383,-0.10505202758014201,1.5587243572220206
1667776595872055800,0.612055908203125,0.18622692048847675,0.32668811510205265,1.5324052362255751
1667776595882107600,0.622107666015625,-1.1942553775191307,-0.7384983994334936,-0.7797960399836301
1667776595892158700,0.63215869140625,0.4527355844378471,-2.0787983246564865,-0.19346140178665516
1667776595902210800,0.6422109375,1.3599357690632343,-1.9678002481535075,-0.7879118341609835
1667776595912261600,0.65226171875,0.39690029996931553,-1.5834470028072594,-2.939830047824979
