time,seconds_elapsed,z,y,x
1667776595279021800,0.019021728515625,-9.105964321610331,-3.326456498800218,-1.4786770070388913
1667776595289072600,0.02907275390625,-9.112854081124066,-3.30877237354964,-1.4759063732817768
1667776595299124700,0.039124755859375,-9.123685856261849,-3.2743194843277332,-1.485790346175432
1667776595309175800,0.04917578125,-9.137266053324938,-3.226327314575016,-1.5071718646392225
1667776595319227600,0.0592275390625,-9.152168438902496,-3.168546448996663,-1.5389964511841534
1667776595329278700,0.06927880859375,-9.165565096092223,-3.1056819965437055,-1.5866763401173054
1667776595339329800,0.079329833984375,-9.17254837910831,-3.046271191675961,-1.659812449607253
1667776595349381600,0.089381591796875,-9.168729113081097,-3.0009727910518644,-1.7603851398162542
1667776595359432700,0.0994326171875,-9.15203399886787,-2.9780902203753588,-1.8819231689035891
1667776595369484500,0.109484619140625,-9.119461516565083,-2.9815315930008888,-2.0288592586196956
1667776595379535600,0.11953564453125,-9.067575261983276,-3.0102777950137853,-2.2108121550507844
1667776595389588000,0.129587890625,-8.99499810155034,-3.0574542644694445,-2.4315359500333664
1667776595399638500,0.139638427734375,-8.905996460539102,-3.11006503393352,-2.6797590157076714
1667776595409689600,0.149689697265625,-8.814712261548637,-3.1523353189080954,-2.921303918792307
1667776595419742000,0.159741943359375,-8.744386094912887,-3.1763857643201945,-3.101075964052975
1667776595429792800,0.169792724609375,-8.696234350684284,-3.1913486479133364,-3.21887933665663
1667776595439844900,0.179844970703125,-8.653483004194497,-3.209921246436238,-3.314215149125457
1667776595449896000,0.18989599609375,-8.608403507018089,-3.2335300855606794,-3.407352867028117
1667776595459947800,0.19994775390625,-8.568734344452619,-3.2420448159277435,-3.498045822127163
1667776595469998800,0.209998779296875,-8.541985453736782,-3.2235850301295517,-3.5795758120834824
1667776595480050000,0.2200498046875,-8.540117906299233,-3.1850507168129085,-3.6183176306709646
1667776595490101800,0.230101806640625,-8.573639652150868,-3.119013771803677,-3.5965044427916406
1667776595500152800,0.24015283203125,-8.635936826109885,-3.02556187338531,-3.526606730701029
1667776595510204700,0.25020458984375,-8.716421398666501,-2.927718462009728,-3.409229182294011
1667776595520255700,0.260255859375,-8.79917333163321,-2.856681516756117,-3.253352391883731
1667776595530307800,0.270307861328125,-8.864498913502693,-2.8241087421923874,-3.1008789801761507
1667776595540358700,0.280358642578125,-8.910908197978138,-2.8257115012139082,-2.963352669970691
1667776595550409700,0.29040966796875,-8.945137799838184,-2.847497216564417,-2.836663395600021
1667776595560461800,0.3004619140625,-8.96428322981298,-2.879936135615408,-2.7418931080594655
1667776595570513000,0.310512939453125,-8.971077712258696,-2.9298382306426762,-2.6657451034024358
1667776595580564700,0.320564697265625,-8.972774579304456,-2.99429550524503,-2.58725725762099
1667776595590615800,0.33061572265625,-8.976725947278737,-3.063596712747216,-2.49061240838021
1667776595600667600,0.340667724609375,-8.969715191733837,-3.131433400654793,-2.430784401013702
1667776595610718700,0.35071875,-8.964882949271798,-3.193756001316011,-2.366680762154609
1667776595620770800,0.360770751953125,-8.972555383595823,-3.247072288700938,-2.262775566522032
1667776595630821600,0.370821533203125,-8.99011032950878,-3.293918795549869,-2.1209438142076134
1667776595640872700,0.380872802734375,-9.0110736225605,-3.341414998479187,-1.9508656260959802
1667776595650924800,0.3909248046875,-9.025366936329007,-3.396237306512892,-1.7828946393966674
1667776595660975600,0.4009755859375,-9.028042877539992,-3.4650942773789164,-1.6303224434897303
1667776595671027700,0.41102783203125,-9.012949937826395,-3.5619136064037678,-1.4999622255213558
1667776595681078800,0.421078857421875,-8.977294687077402,-3.6946360234588385,-1.388608613578975
1667776595691131000,0.431130859375,-8.927320988118648,-3.85215122872591,-1.278379767882824
1667776595701181700,0.441181640625,-8.87050896757245,-4.020437711115181,-1.1491442430954426
1667776595711232800,0.451232666015625,-8.814590096473694,-4.181089168581367,-0.9959294384360313
1667776595721284900,0.461284912109375,-8.760787194615602,-4.325563105967641,-0.8417178047589957
1667776595731336000,0.4713359375,-8.703322263118624,-4.464764363647997,-0.6988849125780164
1667776595741387800,0.4813876953125,-8.648065655320883,-4.587833401694893,-0.5771704309452325
1667776595751438800,0.49143896484375,-8.598101893234253,-4.6904532336920495,-0.4926164535252377
1667776595761491000,0.501490966796875,-8.5491142827034,-4.78421668227762,-0.44079084308948363
1667776595771541800,0.511541748046875,-8.503535603833198,-4.871760233435034,-0.35528139157555993
1667776595781592800,0.5215927734375,-8.449441610074043,-4.975571905565261,-0.1449223204745911
1667776595791645000,0.53164501953125,-8.372325052645802,-5.10345711172223,0.17112188847828655
1667776595801695700,0.54169580078125,-8.27894943433404,-5.2306286166518925,0.5195232016839086
1667776595811747800,0.551747802734375,-8.188137529030442,-5.331765516614913,0.8349042522866278
1667776595821799000,0.561798828125,-8.121860930046438,-5.390216536539793,1.0729972613517194
