time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1667776574698652000,-20.56134814453125,242.03226470947266,-1,-1,35.94906544298381,273.44226455688477,-1,75,17.170730590820312,-83.93444959149657,-1
1667776595395831000,0.1358310546875,242.28400230407715,-1,-1,35.949111547560435,273.69400215148926,-1,81,24.05206298828125,-83.93438369352477,-1
1667776601811925000,6.551925048828125,242.3527946472168,-1,-1,35.94907076493478,273.7627944946289,-1,75,21.707868576049805,-83.93445920724216,-1
1667776608226270000,12.96627001953125,242.35937881469727,-1,-1,35.94906505593383,273.7693786621094,-1,75,21.104280471801758,-83.9343427836262,-1
1667776609463146000,14.20314599609375,242.36188125610352,-1,-1,35.9490683320814,273.7718811035156,-1,75,18.20438575744629,-83.93431560196586,-1
1667776615871074000,20.611073974609376,240.47316932678223,-1,-1,35.948866708456016,271.88316917419434,-1,146.23862491910612,20.163110733032227,-83.93432701689089,-1
1667776622411244800,27.151244873046874,241.1007537841797,-1,-1,35.948929284432275,272.5107536315918,-1,75,20.747722625732422,-83.93445221890286,-1
1667776634422374000,39.16237377929688,241.783842086792,-1,-1,35.949026415420015,273.1938419342041,-1,75,22.67454719543457,-83.93443236238029,-1
1667776640839233800,45.57923388671875,241.90958213806152,-1,-1,35.949061173556736,273.31958198547363,-1,75,21.356945037841797,-83.93445001230947,-1
1667776647236124200,51.97612426757812,241.47526931762695,-1,-1,35.949074813963605,272.88526916503906,-1,91.04570580189386,21.00503921508789,-83.9346455036667,-1
1667776648463831000,53.2038310546875,241.30989456176758,-1,-1,35.94906578323376,272.7198944091797,-1,91.61665939182949,18.151887893676758,-83.93479378155935,-1
1667776654881156900,59.62115698242187,241.62110137939453,-1,-1,35.94906904885006,273.03110122680664,-1,75,20.153356552124023,-83.9345943229206,-1
1667776661298300000,66.0382998046875,241.76566696166992,-1,-1,35.94906727564085,273.17566680908203,-1,75,20.693164825439453,-83.9345219647156,-1
