time,seconds_elapsed,z,y,x
1667776595279021800,0.019021728515625,-0.15256524085998535,0.027756178751587868,-0.13397569954395294
1667776595289072600,0.02907275390625,-0.08950186520814896,-0.0684577077627182,-0.2998397946357727
1667776595299124700,0.039124755859375,0.030386578291654587,-0.16610363125801086,-0.45296216011047363
1667776595309175800,0.04917578125,0.1565394401550293,-0.23305203020572662,-0.5577421188354492
1667776595319227600,0.0592275390625,0.2891359031200409,-0.3095002770423889,-0.6199166774749756
1667776595329278700,0.06927880859375,0.42993271350860596,-0.49144771695137024,-0.6099092960357666
1667776595339329800,0.079329833984375,0.5740390419960022,-0.7667168378829956,-0.48605743050575256
1667776595349381600,0.089381591796875,0.6806573271751404,-0.9887925386428833,-0.2506001591682434
1667776595359432700,0.0994326171875,0.7871003150939941,-1.1813334226608276,0.05388433113694191
1667776595369484500,0.109484619140625,0.8834924101829529,-1.489271879196167,0.37933993339538574
1667776595379535600,0.11953564453125,0.8970452547073364,-1.913362741470337,0.6570091843605042
1667776595389588000,0.129587890625,0.7142586708068848,-2.390838384628296,0.7777880430221558
1667776595399638500,0.139638427734375,0.1797013282775879,-2.782402753829956,0.616261899471283
1667776595409689600,0.149689697265625,-0.45035332441329956,-2.6387345790863037,0.221024289727211
1667776595419742000,0.159741943359375,-0.9177268147468567,-1.9299509525299072,-0.1271570473909378
1667776595429792800,0.169792724609375,-1.0363203287124634,-1.5380926132202148,-0.21858097612857819
1667776595439844900,0.179844970703125,-0.7550310492515564,-1.3383598327636719,-0.021178441122174263
1667776595449896000,0.18989599609375,-0.0792480930685997,-1.1060259342193604,0.2075681835412979
1667776595459947800,0.19994775390625,0.805311918258667,-0.7424068450927734,0.25465071201324463
1667776595469998800,0.209998779296875,1.4470187425613403,-0.23865926265716553,0.2721293270587921
1667776595480050000,0.2200498046875,1.7025477886199951,0.5481421947479248,0.1446581482887268
1667776595490101800,0.230101806640625,1.702401041984558,1.179629921913147,-0.24717673659324646
1667776595500152800,0.24015283203125,1.5281771421432495,1.6022595167160034,-0.5435376167297363
1667776595510204700,0.25020458984375,1.2539546489715576,2.023693323135376,-0.530409574508667
1667776595520255700,0.260255859375,0.8411056995391846,2.1484458446502686,-0.2668245732784271
1667776595530307800,0.270307861328125,0.6530260443687439,1.7450470924377441,0.06520584225654602
1667776595540358700,0.280358642578125,0.831579327583313,1.8110843896865845,0.4550779461860657
1667776595550409700,0.29040966796875,1.264789342880249,1.6194648742675781,0.6922404170036316
1667776595560461800,0.3004619140625,1.5746980905532837,1.422750473022461,0.9335546493530273
1667776595570513000,0.310512939453125,1.4935686588287354,1.2896627187728882,1.094840168952942
1667776595580564700,0.320564697265625,1.2166844606399536,1.3794517517089844,1.1221129894256592
1667776595590615800,0.33061572265625,1.0602836608886719,1.4235422611236572,1.057563066482544
1667776595600667600,0.340667724609375,1.089733362197876,0.8057337999343872,1.027103304862976
1667776595610718700,0.35071875,1.1801189184188843,1.3973497152328491,0.9597622752189636
1667776595620770800,0.360770751953125,1.2302809953689575,1.7927937507629395,0.849748969078064
1667776595630821600,0.370821533203125,1.1442725658416748,2.202946424484253,0.7807009220123291
1667776595640872700,0.380872802734375,1.0289846658706665,2.2973825931549072,0.7723968625068665
1667776595650924800,0.3909248046875,0.9323270320892334,2.1297519207000732,0.8511934280395508
1667776595660975600,0.4009755859375,0.8340509533882141,1.8945192098617554,1.0229966640472412
1667776595671027700,0.41102783203125,0.6397112607955933,1.559597134590149,1.3936383724212646
1667776595681078800,0.421078857421875,0.39762580394744873,1.34711492061615,1.6962679624557495
1667776595691131000,0.431130859375,0.12758475542068481,1.3558951616287231,1.8602843284606934
1667776595701181700,0.441181640625,-0.10140055418014526,1.560989260673523,1.8829354047775269
1667776595711232800,0.451232666015625,0.10782457143068314,1.8438308238983154,1.7053755521774292
1667776595721284900,0.461284912109375,0.35669466853141785,1.8595207929611206,1.6658029556274414
1667776595731336000,0.4713359375,0.5143942832946777,1.8137186765670776,1.5602370500564575
1667776595741387800,0.4813876953125,0.8282647728919983,1.6546140909194946,1.3304698467254639
1667776595751438800,0.49143896484375,1.0078097581863403,1.2835427522659302,1.1917657852172852
1667776595761491000,0.501490966796875,0.7615227103233337,0.9807992577552795,1.0777947902679443
1667776595771541800,0.511541748046875,0.15076135098934174,1.709712028503418,1.0555427074432373
1667776595781592800,0.5215927734375,-1.0463310480117798,2.637439012527466,1.3837964534759521
1667776595791645000,0.53164501953125,-1.7902075052261353,3.018833875656128,1.6123063564300537
1667776595801695700,0.54169580078125,-1.8788360357284546,2.931288957595825,1.541792392730713
1667776595811747800,0.551747802734375,-1.3025826215744019,2.5803005695343018,1.1284937858581543
1667776595821799000,0.561798828125,-0.4164561331272125,2.0936670303344727,0.4823482036590576
1667776595831850800,0.571850830078125,0.28706714510917664,1.8060506582260132,-0.20331591367721558
1667776595841901800,0.58190185546875,0.6417112946510315,2.1434595584869385,-0.7944762706756592
1667776595851953700,0.59195361328125,0.7245898842811584,2.7771921157836914,-1.1206644773483276
1667776595862004700,0.602004638671875,0.7725591659545898,2.7229340076446533,-1.238616704940796
1667776595872055800,0.612055908203125,0.7034701108932495,1.483350396156311,-1.2627785205841064
1667776595882107600,0.622107666015625,0.653344988822937,0.24288323521614075,-1.4933161735534668
1667776595892158700,0.63215869140625,0.6963797807693481,-0.21030421555042267,-1.8450958728790283
1667776595902210800,0.6422109375,0.4740968942642212,-0.40864071249961853,-2.183661937713623
1667776595912261600,0.65226171875,0.06466195732355118,-0.3774833381175995,-2.414318323135376
1667776595922313700,0.662313720703125,-0.026935573667287827,-0.13466127216815948,-2.631148099899292
1667776595932364800,0.67236474609375,0.11382047832012177,-0.15903691947460175,-2.7668094635009766
1667776595942415600,0.68241552734375,0.2921793460845947,-0.39593085646629333,-2.811523914337158
1667776595952467700,0.6924677734375,0.48297858238220215,-0.6864628195762634,-2.835132122039795
1667776595962519300,0.702519287109375,0.689673900604248,-0.9327077269554138,-2.839716672897339
1667776595972571400,0.7125712890625,0.8439686894416809,-1.0392400026321411,-2.8971211910247803
1667776595982622500,0.72262255859375,0.9628966450691223,-1.0031864643096924,-2.9905402660369873
1667776595992674300,0.73267431640625,1.0325920581817627,-0.9646545052528381,-3.0088987350463867
1667776596002725400,0.742725341796875,0.9894484877586365,-1.0397109985351562,-2.892953872680664
1667776596012777200,0.752777099609375,0.867935061454773,-1.1338540315628052,-2.6971347332000732
1667776596022828300,0.762828369140625,0.7506858706474304,-1.2407931089401245,-2.449800491333008
1667776596032879400,0.77287939453125,0.7151561379432678,-1.2839325666427612,-2.159264087677002
1667776596042931200,0.78293115234375,0.7262365818023682,-1.1697688102722168,-1.8378602266311646
1667776596052982300,0.792982177734375,0.6797348260879517,-0.8930382132530212,-1.507144808769226
1667776596063034400,0.803034423828125,0.555530309677124,-0.5128284692764282,-1.1712274551391602
1667776596073085200,0.813085205078125,0.40074628591537476,-0.22001256048679352,-0.8307063579559326
1667776596083137300,0.82313720703125,0.22971202433109283,-0.06739960610866547,-0.5276922583580017
1667776596093188400,0.833188232421875,0.05915306508541107,-0.08362065255641937,-0.3108273446559906
1667776596103239400,0.843239501953125,-0.13155074417591095,-0.43079131841659546,-0.33950015902519226
1667776596113291500,0.85329150390625,-0.27830398082733154,-0.3812541365623474,-0.44289714097976685
1667776596123342300,0.86334228515625,-0.44322946667671204,-0.4185669422149658,-0.45388996601104736
1667776596133394400,0.87339453125,-0.6481900811195374,-0.5797140002250671,-0.3809872567653656
1667776596143445500,0.883445556640625,-0.7915672659873962,-0.7141036987304688,-0.24660272896289825
1667776596153497300,0.893497314453125,-0.813025712966919,-0.8027856349945068,-0.07407090812921524
1667776596163548400,0.90354833984375,-0.768062949180603,-0.8072448968887329,0.1346600204706192
1667776596173599500,0.913599609375,-0.705456554889679,-0.7263662815093994,0.37099024653434753
1667776596183651300,0.9236513671875,-0.6694026589393616,-0.6389251947402954,0.6089687347412109
1667776596193702400,0.933702392578125,-0.7193982005119324,-0.5543639659881592,0.7826367020606995
1667776596203754500,0.94375439453125,-0.8671894073486328,-0.40069249272346497,0.8600636720657349
1667776596213805300,0.953805419921875,-1.0358229875564575,-0.20240068435668945,0.9032758474349976
1667776596223857400,0.963857421875,-1.1454060077667236,-0.04878690093755722,0.9202401041984558
1667776596233908500,0.973908447265625,-1.2051873207092285,0.06367918848991394,0.9032419323921204
1667776596243960300,0.983960205078125,-1.2375880479812622,0.14663635194301605,0.855568528175354
1667776596254011400,0.994011474609375,-1.2642947435379028,0.18136237561702728,0.8014057278633118
1667776596264062500,1.0040625,-1.29810631275177,0.1854562610387802,0.7656360864639282
1667776596274114300,1.0141142578125,-1.3258745670318604,0.18867149949073792,0.7429941892623901
1667776596284165400,1.024165283203125,-1.3679457902908325,0.1407252550125122,0.7393287420272827
1667776596294217500,1.034217529296875,-1.401375412940979,0.06760070472955704,0.7387343049049377
1667776596304268300,1.044268310546875,-1.4170595407485962,0.005740753374993801,0.7431913018226624
1667776596314320400,1.0543203125,-1.4395103454589844,-0.033405851572752,0.7609133124351501
1667776596324371500,1.064371337890625,-1.4891927242279053,-0.02820327877998352,0.7870984673500061
1667776596334422300,1.07442236328125,-1.526273250579834,0.010898318141698837,0.8202636241912842
